name,mult,charge,chi,orig_name,orig_chi,orig_smi
S(474)r1,1,0,"AMChI=1/C5H6O3/c6-4-2-1-3-5(4)8-7/h1-2,5,7H,3H2/t5-/m1/s1",S(474),"InChI=1S/C5H6O3/c6-4-2-1-3-5(4)8-7/h1-2,5,7H,3H2",OOC1CC=CC1=O
S(915),2,0,"AMChI=1/C5H7O3/c6-4(8-7)3-5-1-2-5/h5H,1-3H2",S(915),"InChI=1S/C5H7O3/c6-5(8-7)3-4-1-2-4/h4H,1-3H2",O=C(O[O])CC1CC1
S(511)zr0,2,0,"AMChI=1/C5H7O3/c1-2-4-5(3-6)8-7/h1-3,5,7H,4H2/b2-1-/t5-/m0/s1",S(511),"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h1-2,4-5,7H,3H2",OOC(CC=[CH])C=O
S(511)er0,2,0,"AMChI=1/C5H7O3/c1-2-4-5(3-6)8-7/h1-3,5,7H,4H2/b2-1+/t5-/m0/s1",S(511),"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h1-2,4-5,7H,3H2",OOC(CC=[CH])C=O
S(511)zr1,2,0,"AMChI=1/C5H7O3/c1-2-4-5(3-6)8-7/h1-3,5,7H,4H2/b2-1-/t5-/m1/s1",S(511),"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h1-2,4-5,7H,3H2",OOC(CC=[CH])C=O
S(511)er1,2,0,"AMChI=1/C5H7O3/c1-2-4-5(3-6)8-7/h1-3,5,7H,4H2/b2-1+/t5-/m1/s1",S(511),"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h1-2,4-5,7H,3H2",OOC(CC=[CH])C=O
S(461)r0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-1-3-4-7-5/h1-2,5H,3-4H2/t5-/m0/s1",S(461),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4-7-5/h1,3,5H,2,4H2",[O]OC1OCCC=C1
S(461)r1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-1-3-4-7-5/h1-2,5H,3-4H2/t5-/m1/s1",S(461),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4-7-5/h1,3,5H,2,4H2",[O]OC1OCCC=C1
S(460)r0,2,0,"AMChI=1/C5H7O3/c6-8-5-1-2-7-4-3-5/h1-2,5H,3-4H2/t5-/m0/s1",S(460),"InChI=1S/C5H7O3/c6-8-5-1-3-7-4-2-5/h1,3,5H,2,4H2",[O]OC1CCOC=C1
S(460)r1,2,0,"AMChI=1/C5H7O3/c6-8-5-1-2-7-4-3-5/h1-2,5H,3-4H2/t5-/m1/s1",S(460),"InChI=1S/C5H7O3/c6-8-5-1-3-7-4-2-5/h1,3,5H,2,4H2",[O]OC1CCOC=C1
S(1396),1,0,"AMChI=1/C4H6O2/c5-1-3-4-2-6/h1-2H,3-4H2",S(1396),"InChI=1S/C4H6O2/c5-3-1-2-4-6/h3-4H,1-2H2",O=CCCC=O
S(1541),1,0,"AMChI=1/C5H6O3/c6-5-2-1-3-4-7-8-5/h1-2H,3-4H2",S(1541),"InChI=1S/C5H6O3/c6-5-3-1-2-4-7-8-5/h1,3H,2,4H2",O=C1OOCCC=C1
S(1445)z,2,0,"AMChI=1/C5H7O3/c6-1-3-4-5(8)2-7/h1-2,8H,3-4H2/b5-2-",S(1445),"InChI=1S/C5H7O3/c6-3-1-2-5(8)4-7/h3-4,8H,1-2H2",O[C](CCC=O)C=O
S(1445)e,2,0,"AMChI=1/C5H7O3/c6-1-3-4-5(8)2-7/h1-2,8H,3-4H2/b5-2+",S(1445),"InChI=1S/C5H7O3/c6-3-1-2-5(8)4-7/h3-4,8H,1-2H2",O[C](CCC=O)C=O
S(1954),2,0,"AMChI=1/C5H7O3/c6-1-4-2-5(3-4)8-7/h4-5,7H,2-3H2",S(1954),"InChI=1S/C5H7O3/c6-3-4-1-5(2-4)8-7/h4-5,7H,1-2H2",OOC1CC(C1)[C]=O
S(243)r0,2,0,"AMChI=1/C5H9O3/c1-3-5(8-7)4-2-6/h2,5H,3-4H2,1H3/t5-/m0/s1",S(243),"InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3",O=CCC(O[O])CC
S(243)r1,2,0,"AMChI=1/C5H9O3/c1-3-5(8-7)4-2-6/h2,5H,3-4H2,1H3/t5-/m1/s1",S(243),"InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3",O=CCC(O[O])CC
S(1818)z,2,0,"AMChI=1/C5H9O/c1-4-2-3-5-6/h3,6H,4-5H2,1H3/b3-2-",S(1818),"InChI=1S/C5H9O/c1-2-3-4-5-6/h4,6H,2,5H2,1H3",OCC=[C]CC
S(1818)e,2,0,"AMChI=1/C5H9O/c1-4-2-3-5-6/h3,6H,4-5H2,1H3/b3-2+",S(1818),"InChI=1S/C5H9O/c1-2-3-4-5-6/h4,6H,2,5H2,1H3",OCC=[C]CC
S(1821)z,1,0,"AMChI=1/C5H10O/c1-4-2-3-5-6/h2-3,6H,4-5H2,1H3/b3-2-",S(1821),"InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3",OCC=CCC
S(1821)e,1,0,"AMChI=1/C5H10O/c1-4-2-3-5-6/h2-3,6H,4-5H2,1H3/b3-2+",S(1821),"InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3",OCC=CCC
CH2O(1391),1,0,AMChI=1/CH2O/c1-2/h1H2,CH2O(1391),InChI=1S/CH2O/c1-2/h1H2,O=C
C4H5(876),2,0,"AMChI=1/C4H5/c1-3-4-2/h1H,2,4H2",C4H5(876),"InChI=1S/C4H5/c1-3-4-2/h1H,2,4H2",[CH2]CC#C
S(1738)zz,2,0,"AMChI=1/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3/b3-2-,4-3-",S(1738),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3",OC[CH]C=CC
S(1738)ze,2,0,"AMChI=1/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3/b3-2-,4-3+",S(1738),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3",OC[CH]C=CC
S(1738)ez,2,0,"AMChI=1/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3/b3-2+,4-3-",S(1738),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3",OC[CH]C=CC
S(1738)ee,2,0,"AMChI=1/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3/b3-2+,4-3+",S(1738),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3",OC[CH]C=CC
S(438)zr0,2,0,"AMChI=1/C5H7O3/c1-2-3-4-5(7)8-6/h2-5,7H,1H2/b4-3-/t5-/m0/s1",S(438),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-6H,1H2",OC(O[O])C=CC=C
S(438)er0,2,0,"AMChI=1/C5H7O3/c1-2-3-4-5(7)8-6/h2-5,7H,1H2/b4-3+/t5-/m0/s1",S(438),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-6H,1H2",OC(O[O])C=CC=C
S(438)zr1,2,0,"AMChI=1/C5H7O3/c1-2-3-4-5(7)8-6/h2-5,7H,1H2/b4-3-/t5-/m1/s1",S(438),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-6H,1H2",OC(O[O])C=CC=C
S(438)er1,2,0,"AMChI=1/C5H7O3/c1-2-3-4-5(7)8-6/h2-5,7H,1H2/b4-3+/t5-/m1/s1",S(438),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-6H,1H2",OC(O[O])C=CC=C
S(1128)zr0,2,0,"AMChI=1/C5H7O3/c1-2-5(8-6)3-4-7/h2-5,7H,1H2/b4-3-/t5-/m0/s1",S(1128),"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2-6H,1H2",OC=CC(O[O])C=C
S(1128)er0,2,0,"AMChI=1/C5H7O3/c1-2-5(8-6)3-4-7/h2-5,7H,1H2/b4-3+/t5-/m0/s1",S(1128),"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2-6H,1H2",OC=CC(O[O])C=C
S(1128)zr1,2,0,"AMChI=1/C5H7O3/c1-2-5(8-6)3-4-7/h2-5,7H,1H2/b4-3-/t5-/m1/s1",S(1128),"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2-6H,1H2",OC=CC(O[O])C=C
S(1128)er1,2,0,"AMChI=1/C5H7O3/c1-2-5(8-6)3-4-7/h2-5,7H,1H2/b4-3+/t5-/m1/s1",S(1128),"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2-6H,1H2",OC=CC(O[O])C=C
S(236)z,1,0,"AMChI=1/C5H8O3/c6-3-5-4-1-2-8-7/h1-3,7H,4-5H2/b2-1-",S(236),"InChI=1S/C5H8O3/c6-4-2-1-3-5-8-7/h3-5,7H,1-2H2",OOC=CCCC=O
S(236)e,1,0,"AMChI=1/C5H8O3/c6-3-5-4-1-2-8-7/h1-3,7H,4-5H2/b2-1+",S(236),"InChI=1S/C5H8O3/c6-4-2-1-3-5-8-7/h3-5,7H,1-2H2",OOC=CCCC=O
S(1327)z,2,0,"AMChI=1/C5H7O2/c6-2-1-4-5-3-7/h1-3H,4-5H2/b2-1-",S(1327),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2",O=CCC[CH]C=O
S(1327)e,2,0,"AMChI=1/C5H7O2/c6-2-1-4-5-3-7/h1-3H,4-5H2/b2-1+",S(1327),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2",O=CCC[CH]C=O
S(1354)r0,1,0,"AMChI=1/C5H8O3/c1-5-3-2-4(6)7-8-5/h5H,2-3H2,1H3/t5-/m0/s1",S(1354),"InChI=1S/C5H8O3/c1-4-2-3-5(6)8-7-4/h4H,2-3H2,1H3",O=C1OOC(CC1)C
S(1354)r1,1,0,"AMChI=1/C5H8O3/c1-5-3-2-4(6)7-8-5/h5H,2-3H2,1H3/t5-/m1/s1",S(1354),"InChI=1S/C5H8O3/c1-4-2-3-5(6)8-7-4/h4H,2-3H2,1H3",O=C1OOC(CC1)C
S(1081)r0,2,0,"AMChI=1/C5H7O3/c1-3-2-5-4(6)7-8-5/h2,5H,3H2,1H3/t5-/m0/s1",S(1081),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7-4/h3-4H,2H2,1H3",O=C1OOC1[CH]CC
S(1081)r1,2,0,"AMChI=1/C5H7O3/c1-3-2-5-4(6)7-8-5/h2,5H,3H2,1H3/t5-/m1/s1",S(1081),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7-4/h3-4H,2H2,1H3",O=C1OOC1[CH]CC
C5H9O(703),2,0,"AMChI=1/C5H9O/c6-4-3-5-1-2-5/h5H,1-4H2",C5H9O(703),"InChI=1S/C5H9O/c6-4-3-5-1-2-5/h5H,1-4H2",[O]CCC1CC1
S(584)r0,1,0,"AMChI=1/C5H8O2/c6-4-1-5(7)3-2-4/h1,5-7H,2-3H2/t5-/m0/s1",S(584),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h3-4,6-7H,1-2H2",OC1CCC(O)=C1
S(584)r1,1,0,"AMChI=1/C5H8O2/c6-4-1-5(7)3-2-4/h1,5-7H,2-3H2/t5-/m1/s1",S(584),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h3-4,6-7H,1-2H2",OC1CCC(O)=C1
C5H7O(936)zz,2,0,"AMChI=1/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3/b4-3-,5-3-",C5H7O(936),"InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3",O=CC=C(C)[CH2]
C5H7O(936)ze,2,0,"AMChI=1/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3/b4-3-,5-3+",C5H7O(936),"InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3",O=CC=C(C)[CH2]
C5H7O(936)ez,2,0,"AMChI=1/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3/b4-3+,5-3-",C5H7O(936),"InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3",O=CC=C(C)[CH2]
C5H7O(936)ee,2,0,"AMChI=1/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3/b4-3+,5-3+",C5H7O(936),"InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3",O=CC=C(C)[CH2]
S(2469)r0,2,0,"AMChI=1/C5H9O/c6-4-3-5-1-2-5/h1,5-6H,2-4H2/t5-/m0/s1",S(2469),"InChI=1S/C5H9O/c6-4-3-5-1-2-5/h1,5-6H,2-4H2",OCCC1C[CH]1
S(2469)r1,2,0,"AMChI=1/C5H9O/c6-4-3-5-1-2-5/h1,5-6H,2-4H2/t5-/m1/s1",S(2469),"InChI=1S/C5H9O/c6-4-3-5-1-2-5/h1,5-6H,2-4H2",OCCC1C[CH]1
S(2246)r0,2,0,"AMChI=1/C5H9O/c1-3-5-2-6-4-5/h2,5H,3-4H2,1H3/t5-/m0/s1",S(2246),"InChI=1S/C5H9O/c1-2-5-3-6-4-5/h3,5H,2,4H2,1H3",CCC1CO[CH]1
S(2246)r1,2,0,"AMChI=1/C5H9O/c1-3-5-2-6-4-5/h2,5H,3-4H2,1H3/t5-/m1/s1",S(2246),"InChI=1S/C5H9O/c1-2-5-3-6-4-5/h3,5H,2,4H2,1H3",CCC1CO[CH]1
C3H4(677),1,0,AMChI=1/C3H4/c1-3-2/h1-2H2,C3H4(677),InChI=1S/C3H4/c1-3-2/h1-2H2,C=C=C
C5H7O(944)r0,2,0,"AMChI=1/C5H7O/c1-5-4-2-3-6-5/h3,5H,4H2,1H3/t5-/m0/s1",C5H7O(944),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h4-5H,3H2,1H3",CC1OC=[C]C1
C5H7O(944)r1,2,0,"AMChI=1/C5H7O/c1-5-4-2-3-6-5/h3,5H,4H2,1H3/t5-/m1/s1",C5H7O(944),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h4-5H,3H2,1H3",CC1OC=[C]C1
CHO3(1390),2,0,AMChI=1/CHO3/c2-1-4-3/h1H,CHO3(1390),InChI=1S/CHO3/c2-1-4-3/h1H,O=CO[O]
S(818)r0,2,0,"AMChI=1/C5H7O3/c6-4-1-2-5(4)3-8-7/h5H,1-3H2/t5-/m0/s1",S(818),"InChI=1S/C5H7O3/c6-5-2-1-4(5)3-8-7/h4H,1-3H2",O=C1C(CC1)CO[O]
S(818)r1,2,0,"AMChI=1/C5H7O3/c6-4-1-2-5(4)3-8-7/h5H,1-3H2/t5-/m1/s1",S(818),"InChI=1S/C5H7O3/c6-5-2-1-4(5)3-8-7/h4H,1-3H2",O=C1C(CC1)CO[O]
S(2742)rr0,1,0,"AMChI=1/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2/t4-,5-/m0/s1",S(2742),"InChI=1S/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2",O=CC1OC1C=C
S(2742)rs0,1,0,"AMChI=1/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2/t4-,5+/m0/s1",S(2742),"InChI=1S/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2",O=CC1OC1C=C
S(2742)rs1,1,0,"AMChI=1/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2/t4-,5+/m1/s1",S(2742),"InChI=1S/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2",O=CC1OC1C=C
S(2742)rr1,1,0,"AMChI=1/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2/t4-,5-/m1/s1",S(2742),"InChI=1S/C5H6O2/c1-2-4-5(3-6)7-4/h2-5H,1H2",O=CC1OC1C=C
S(371)z,2,0,"AMChI=1/C5H7O3/c6-3-2-1-4-5-8-7/h2-3,7H,4-5H2/b2-1-",S(371),"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h2,4,7H,3,5H2",OOCC[C]=CC=O
S(371)e,2,0,"AMChI=1/C5H7O3/c6-3-2-1-4-5-8-7/h2-3,7H,4-5H2/b2-1+",S(371),"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h2,4,7H,3,5H2",OOCC[C]=CC=O
C5H9O(496),2,0,"AMChI=1/C5H9O/c1-2-3-4-5-6/h2H,1,3-5H2",C5H9O(496),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2H,1,3-5H2",[O]CCCC=C
C5H7O(166)r0,2,0,"AMChI=1/C5H7O/c6-2-4-5-1-3-5/h1-2,5H,3-4H2/t5-/m0/s1",C5H7O(166),"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h1,4-5H,2-3H2",O=CCC1C[CH]1
C5H7O(166)r1,2,0,"AMChI=1/C5H7O/c6-2-4-5-1-3-5/h1-2,5H,3-4H2/t5-/m1/s1",C5H7O(166),"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h1,4-5H,2-3H2",O=CCC1C[CH]1
S(528),2,0,"AMChI=1/C5H9O3/c6-2-3-1-4-5-8-7/h1-2,7H,3-5H2",S(528),"InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h1,4,7H,2-3,5H2",OOCC[CH]CC=O
S(789),1,0,"AMChI=1/C5H6O2/c1-2-4-6-5(7-4)3-1/h1-2,4-5H,3H2",S(789),"InChI=1S/C5H6O2/c1-2-4-6-5(3-1)7-4/h1-2,4-5H,3H2",O1C2OC1C=CC2
S(784)rs0,1,0,"AMChI=1/C5H6O2/c1-2-6-5-3-4(1)7-5/h1-2,4-5H,3H2/t4-,5+/m0/s1",S(784),"InChI=1S/C5H6O2/c1-2-6-5-3-4(1)7-5/h1-2,4-5H,3H2",O1C2CC1OC=C2
S(784)rs1,1,0,"AMChI=1/C5H6O2/c1-2-6-5-3-4(1)7-5/h1-2,4-5H,3H2/t4-,5+/m1/s1",S(784),"InChI=1S/C5H6O2/c1-2-6-5-3-4(1)7-5/h1-2,4-5H,3H2",O1C2CC1OC=C2
S(1442)r0,2,0,"AMChI=1/C5H7O3/c6-4-2-3-5(7)1-8-4/h1,5,7H,2-3H2/t5-/m0/s1",S(1442),"InChI=1S/C5H7O3/c6-4-1-2-5(7)8-3-4/h3-4,6H,1-2H2",OC1CCC(O[CH]1)=O
S(1442)r1,2,0,"AMChI=1/C5H7O3/c6-4-2-3-5(7)1-8-4/h1,5,7H,2-3H2/t5-/m1/s1",S(1442),"InChI=1S/C5H7O3/c6-4-1-2-5(7)8-3-4/h3-4,6H,1-2H2",OC1CCC(O[CH]1)=O
S(402)r0,1,0,"AMChI=1/C5H8O3/c1-4-5(8-7)3-2-6/h3,5,7H,4H2,1H3/t5-/m0/s1",S(402),"InChI=1S/C5H8O3/c1-2-5(8-7)3-4-6/h3,5,7H,2H2,1H3",OOC(CC)C=C=O
S(402)r1,1,0,"AMChI=1/C5H8O3/c1-4-5(8-7)3-2-6/h3,5,7H,4H2,1H3/t5-/m1/s1",S(402),"InChI=1S/C5H8O3/c1-2-5(8-7)3-4-6/h3,5,7H,2H2,1H3",OOC(CC)C=C=O
S(1383)r0,1,0,"AMChI=1/C5H6O2/c6-3-5-2-1-4-7-5/h1-3,5H,4H2/t5-/m0/s1",S(1383),"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-2,4-5H,3H2",O=CC1OCC=C1
S(1383)r1,1,0,"AMChI=1/C5H6O2/c6-3-5-2-1-4-7-5/h1-3,5H,4H2/t5-/m1/s1",S(1383),"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-2,4-5H,3H2",O=CC1OCC=C1
S(276)rr0,1,0,"AMChI=1/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2/t4-,5-/m0/s1",S(276),"InChI=1S/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2",OC1CC(OO)C=C1
S(276)rs0,1,0,"AMChI=1/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2/t4-,5+/m0/s1",S(276),"InChI=1S/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2",OC1CC(OO)C=C1
S(276)rs1,1,0,"AMChI=1/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2/t4-,5+/m1/s1",S(276),"InChI=1S/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2",OC1CC(OO)C=C1
S(276)rr1,1,0,"AMChI=1/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2/t4-,5-/m1/s1",S(276),"InChI=1S/C5H8O3/c6-4-1-2-5(3-4)8-7/h1-2,4-7H,3H2",OC1CC(OO)C=C1
S(586)z,1,0,"AMChI=1/C5H8O2/c6-7-2-1-5-3-4-5/h1-2,5-6H,3-4H2/b2-1-",S(586),"InChI=1S/C5H8O2/c6-7-4-3-5-1-2-5/h3-6H,1-2H2",OOC=CC1CC1
S(586)e,1,0,"AMChI=1/C5H8O2/c6-7-2-1-5-3-4-5/h1-2,5-6H,3-4H2/b2-1+",S(586),"InChI=1S/C5H8O2/c6-7-4-3-5-1-2-5/h3-6H,1-2H2",OOC=CC1CC1
C5H7O(174)z,2,0,"AMChI=1/C5H7O/c1-3-5-2-4-6/h3-4,6H,1,5H2/b4-2-",C5H7O(174),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2,5-6H,1,3H2",OC=[C]CC=C
C5H7O(174)e,2,0,"AMChI=1/C5H7O/c1-3-5-2-4-6/h3-4,6H,1,5H2/b4-2+",C5H7O(174),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2,5-6H,1,3H2",OC=[C]CC=C
S(244)r0,2,0,"AMChI=1/C5H9O3/c1-3-4-5(2-6)8-7/h2,5H,3-4H2,1H3/t5-/m0/s1",S(244),"InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3",O=CC(O[O])CCC
S(244)r1,2,0,"AMChI=1/C5H9O3/c1-3-4-5(2-6)8-7/h2,5H,3-4H2,1H3/t5-/m1/s1",S(244),"InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3",O=CC(O[O])CCC
C5H7O(436)z,2,0,"AMChI=1/C5H7O/c1-2-3-4-5-6/h2-4H,1,5H2/b4-3-",C5H7O(436),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-4H,1,5H2",[O]CC=CC=C
C5H7O(436)e,2,0,"AMChI=1/C5H7O/c1-2-3-4-5-6/h2-4H,1,5H2/b4-3+",C5H7O(436),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-4H,1,5H2",[O]CC=CC=C
C5H7O(82)zr0,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2/b3-2-/t5-/m0/s1",C5H7O(82),"InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2",[CH2]C=CC1OC1
C5H7O(82)er0,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2/b3-2+/t5-/m0/s1",C5H7O(82),"InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2",[CH2]C=CC1OC1
C5H7O(82)zr1,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2/b3-2-/t5-/m1/s1",C5H7O(82),"InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2",[CH2]C=CC1OC1
C5H7O(82)er1,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2/b3-2+/t5-/m1/s1",C5H7O(82),"InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2-3,5H,1,4H2",[CH2]C=CC1OC1
C5H7O(454)z,2,0,"AMChI=1/C5H7O/c1-3-4-5-6-2/h3-5H,1-2H2/b5-4-",C5H7O(454),"InChI=1S/C5H7O/c1-3-4-5-6-2/h3-5H,1-2H2",C=CC=CO[CH2]
C5H7O(454)e,2,0,"AMChI=1/C5H7O/c1-3-4-5-6-2/h3-5H,1-2H2/b5-4+",C5H7O(454),"InChI=1S/C5H7O/c1-3-4-5-6-2/h3-5H,1-2H2",C=CC=CO[CH2]
S(1365),1,0,"AMChI=1/C4H6O2/c1-2-5-6-4-3-1/h1-2H,3-4H2",S(1365),"InChI=1S/C4H6O2/c1-2-4-6-5-3-1/h1,3H,2,4H2",O1OC=CCC1
C#CC(1199),1,0,"AMChI=1/C3H4/c1-3-2/h1H,2H3",C#CC(1199),"InChI=1S/C3H4/c1-3-2/h1H,2H3",CC#C
S(2015),2,0,"AMChI=1/C5H7O3/c1-5(7-8-5)4-3-2-6/h2H,1,3-4H2",S(2015),"InChI=1S/C5H7O3/c1-5(7-8-5)3-2-4-6/h4H,1-3H2",O=CCCC1(OO1)[CH2]
S(401)z,1,0,"AMChI=1/C5H8O3/c1-4-2-3-5(6)8-7/h2-3,7H,4H2,1H3/b3-2-",S(401),"InChI=1S/C5H8O3/c1-2-3-4-5(6)8-7/h3-4,7H,2H2,1H3",OOC(=O)C=CCC
S(401)e,1,0,"AMChI=1/C5H8O3/c1-4-2-3-5(6)8-7/h2-3,7H,4H2,1H3/b3-2+",S(401),"InChI=1S/C5H8O3/c1-2-3-4-5(6)8-7/h3-4,7H,2H2,1H3",OOC(=O)C=CCC
S(750),2,0,"AMChI=1/C5H7O3/c1-3-4-5(2-6)8-7/h3-4H2,1H3",S(750),"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h2-3H2,1H3",[O]OC(CCC)=C=O
S(2909),2,0,"AMChI=1/C5H7O3/c1-2-3-4-5(6)8-7-4/h2-3H2,1H3",S(2909),"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7-4/h2-3H2,1H3",O=C1OO[C]1CCC
S(3134),2,0,"AMChI=1/C5H7O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3",S(3134),"InChI=1S/C5H7O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3",O=C(CCC)C([O])=O
S(1805),2,0,"AMChI=1/C4H7O/c1-3-4-2-5/h3-4H2,1H3",S(1805),"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3",O=[C]CCC
S(422)zr0,1,0,"AMChI=1/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3/b3-2-/t5-/m0/s1",S(422),"InChI=1S/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3",OOC(C)C=CC=O
S(422)er0,1,0,"AMChI=1/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3/b3-2+/t5-/m0/s1",S(422),"InChI=1S/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3",OOC(C)C=CC=O
S(422)zr1,1,0,"AMChI=1/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3/b3-2-/t5-/m1/s1",S(422),"InChI=1S/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3",OOC(C)C=CC=O
S(422)er1,1,0,"AMChI=1/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3/b3-2+/t5-/m1/s1",S(422),"InChI=1S/C5H8O3/c1-5(8-7)3-2-4-6/h2-5,7H,1H3",OOC(C)C=CC=O
