phi,O2_molecules,CPT_frac,N2_frac,O2_frac,C5H8(522),C5H8O(825),CPT(563),O2(6),N2,H2(2),H2O(5),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),C6H6(970),HO2(8),OH(4)
3.0,0.12233,0.005,0.9825,0.0125,350.943654572031,7.938334923700582,4016.7502606813096,11698.1356355576,981375.5548965794,286.2699420750059,774.2649818660955,333.3396261697001,9.104105071932642,59.78026205921565,4.136005217767773,519.4403120459727,82.0128006240102,171.4456058723159,4.123796409496681,14.122073946982674,67.88994301966639,0.340191873435468,0.6457857764767636,0.00017517513685362684
2.0,0.1835,0.005,0.97625,0.01875,526.3421369258172,18.818421291936634,3317.6628895636504,16988.24138711786,974221.299676229,409.79665102059255,1633.9682371629706,824.1743052549057,43.43101737106705,160.04842011672181,9.882218472391086,813.1624492432544,119.94689866397974,242.8157128815042,9.094223777577412,24.943160516165555,103.2786247627225,1.1962355233340491,1.2924277580995558,0.0003978235973963249
1.75,0.20962,0.005,0.973571429,0.021428571,571.6610961086601,22.74315462217523,3098.436058384232,19283.08017418213,971240.4335910989,441.2550616299125,1965.762018586226,1026.6485361456073,64.28547484727682,197.90637133654496,11.87167654782623,885.7799021122036,127.66443380285962,255.88331281869742,10.809871214325455,27.084953461101666,112.20505032732382,1.546501202856973,1.540323666189541,0.0004919493813308705
1.5,0.24456,0.005,0.97,0.025,615.3338646205048,27.185181658007224,2860.087949557704,22380.26574653701,967331.8939667741,470.8987321960894,2368.5673241436843,1275.8233603074145,95.80234688299868,240.68527133678134,14.038354768974406,952.8915076770197,133.2876897210362,264.53396515196687,12.70994384378628,28.43501931005601,120.74491167113021,1.942583812052222,1.8466838220435362,0.0006126168390279491
1.25,0.29347,0.005,0.965,0.03,655.6650448073491,32.113061468349365,2604.604690189047,26792.81459496859,961966.1995830063,495.61146634194495,2857.7708081095607,1576.7579139159416,143.8845805022133,286.11488734907056,16.252698190984834,1009.3433375947768,135.48854419050417,266.54790994494255,14.735703253987706,28.52240547870805,128.5690581046976,2.346135885991653,2.233322218395994,0.0007689338255471642
1.1,0.33349,0.005,0.960909091,0.034090909,677.6059998443718,35.28243118755076,2445.236125431581,30467.43980769325,957650.7127547056,505.6963384888662,3198.414603126208,1780.5429858313746,184.24110106960705,312.50629384214886,17.49363902953163,1034.986095884662,134.3991752275978,263.33884070650885,15.964176518902121,27.740264993206832,132.81875647837907,2.56026084992278,2.516365394200519,0.0008843428101769934
1.0,0.36699,0.005,0.9575,0.0375,691.1804471253864,37.48052599996935,2337.635609492317,33569.99903980215,954095.4890788516,509.2095575869632,3446.133309397198,1923.3450774544854,217.42364108870387,328.5462963203051,18.22545952423421,1047.3135608793814,132.35497671979715,258.8688187842077,16.7663089110983,26.798450392787583,135.47393824829896,2.6759934412260993,2.731505077958958,0.0009717708870677693
0.9,0.40744,0.005,0.953333333,0.041666667,703.9446895721123,39.750790046594986,2229.8552836156423,37406.20085837545,949790.9646979979,509.1511376039985,3710.1670721649502,2068.436481458968,256.60167283250723,342.35394908194826,18.83360119597514,1054.8866870151485,129.04771093130185,252.21352462344592,17.53936538526263,25.486720672049927,138.02909031504393,2.7592672047224553,2.9713179449929847,0.001068308270704509
0.75,0.48933,0.005,0.945,0.05,721.8628751840439,43.31886294098645,2069.844459642918,45199.00621514763,941281.715670366,499.8132745279724,4134.727611469917,2280.1201037908354,328.53196093433644,356.3659762538428,19.397831602555527,1055.1837654940277,121.27328392333345,237.45210498797056,18.610068963599474,22.786719613114737,141.85464896420507,2.8007443581175875,3.385142274098889,0.0012311245264031037
0.65,0.56436,0.005,0.937307692,0.057692308,733.3476960972965,45.842472922834254,1965.657049286034,52501.86980446328,933507.3949592513,485.2057283221518,4434.152046176539,2407.184907346894,386.43089675046457,359.0679162904614,19.44582840792048,1046.2264635920535,113.88201172127243,223.91488617395152,19.23654735316637,20.493620116666957,144.60634430491385,2.75746968461717,3.703384275421554,0.0013519712175576438
0.6,0.61116,0.005,0.9325,0.0625,739.078991579438,47.16231227270161,1914.6277250205887,57106.360980476784,928674.4676675582,474.6734300540753,4587.829092622708,2463.0023256671534,418.5695364252283,357.7258477437529,19.341777159478667,1038.4073799657021,109.42855647643127,215.89002493687687,19.513870643719606,19.203730652578592,146.12078475965333,2.71078293475926,3.87719498403754,0.0014161049574320699
0.55,0.66697,0.005,0.926818182,0.068181818,744.8671663317957,48.52941321990694,1864.4080580855443,62579.33746357852,922981.0219142864,461.60247842203677,4743.647355217893,2511.711137409796,452.83985018336784,354.20540952865275,19.136951681779372,1028.0005684788316,104.42272732022937,206.95435678613003,19.760892071134425,17.82283505618775,147.77433476758438,2.645836345400035,4.061900208109462,0.0014827290525411287
0.5,0.73349,0.005,0.92,0.075,750.7575808953889,49.95103141040923,1815.030017744247,69182.87678389566,916167.7622888449,445.65679962336674,4901.220195330038,2551.583684630897,489.15448823975134,348.1687261545769,18.818260854343134,1014.6403409021423,98.82595312646285,197.04794694356957,19.970741990458823,16.355773480702926,149.60946186078976,2.5615176495920706,4.258508966910953,0.0015518962617711413
0.45,0.81519,0.005,0.911666667,0.083333333,756.7844276186644,51.43448171784891,1766.470683636019,77295.33468024123,907859.5667179493,426.45423214327616,5060.1901497936815,2580.6603888535774,527.2998595150237,339.22540881647154,18.371002669259934,997.8341284178653,92.59674663434325,186.1066757253617,20.133772598300684,14.808579908178203,151.6749578747064,2.4567278184979093,4.468241618877477,0.0016237365378733517
0.4,0.91709,0.005,0.90125,0.09375,762.9572180338229,52.98603093140047,1718.625445987385,87483.99239140806,897492.9717555988,403.55476875981407,5220.278996841706,2596.709994360408,566.8564514335951,326.91734272866944,17.77829479874502,976.8872367286226,85.69061170991357,174.0625560808135,20.236088637472175,13.188573252908137,154.02560548381382,2.330317417876803,4.692613726466014,0.0016985246832107326
0.35,1.0482,0.005,0.887857143,0.107142857,769.2372794880713,54.60874726080649,1671.2662576141322,100639.9887389721,884181.4842217505,376.44234846581753,5381.3611883537815,2597.157124320914,607.0578292914621,310.69604518231904,17.02008022322468,950.7733177557418,78.06044813303582,160.84497495884412,20.257321528148363,11.504554938478446,156.72020943075682,2.180968619138742,4.933561981356295,0.0017767954907270593
0.31,1.18334,0.005,0.874032258,0.120967742,774.2565784252175,55.95569577099742,1633.4560643554855,114266.96097772165,870450.2200857395,351.30609844466164,5511.017016078301,2584.242019334879,638.7893566957291,294.45406414299606,16.27774021250629,925.1210365596196,71.40256101762249,149.37860464658394,20.196081435142776,10.118361142808427,159.16199910157144,2.043851210565645,5.139942929520308,0.001842565406127544
0.28,1.31012,0.005,0.861071429,0.133928571,777.9343144870594,56.98924934853102,1604.9272061667598,127072.73595706817,857580.5216982625,330.19615398594243,5608.858042231197,2565.580959471321,661.603081005856,280.0957201219807,15.631269920282438,902.326547967065,66.07034063728096,140.23593824780156,20.09065652990592,9.060263224058641,161.17530559386262,1.929963266626489,5.303763259882299,0.0018942659448758397
0.25,1.46734,0.005,0.845,0.15,781.4330172401396,58.034837269444516,1576.023478981123,142981.49845543044,841622.5698482995,306.9385653297944,5707.387329662303,2538.1239177629827,682.7426155481529,263.6344861693487,14.898137092928792,875.6655517782331,60.43763393074968,130.61403896327474,19.92093298731822,7.990074319624509,163.34789523351435,1.8058407508010532,5.476318967706125,0.0019485926873495827
0.23,1.59493,0.005,0.831956522,0.163043478,783.5947826646676,58.73254506118976,1556.4081434470647,155911.02562187266,828669.9227944614,290.1289368626856,5773.5570313309445,2514.3090646991536,695.3609494102129,251.36612240318192,14.355638079345102,855.2335727388734,56.51198921244896,123.92832812396023,19.764593034346895,7.271894605452274,164.88053790898877,1.71694049727116,5.596750706640781,0.00198664466409868
0.2,1.83417,0.005,0.8075,0.1875,786.4229739249005,59.76568793056358,1526.1913470107781,180185.515230866,804378.3888746903,262.7599376371392,5873.689284612747,2469.0727025578767,710.87185389492,230.79484349733727,13.450159147451547,819.5250001951663,50.36466508571658,113.48852268494478,19.451464810045806,6.191214648935666,167.2839677045872,1.573386842451689,5.786479993457147,0.002047258583780465
