phi,O2_molecules,CPT_frac,N2_frac,O2_frac,H2(2),H2O(5),O2(6),N2,HO2(8),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),CPT(563),C5H8O(825),C6H6(970),OH(4),C5H8(522)
3.0,0.12233,0.005,0.9825,0.0125,733.7143234534948,3282.7140036510336,8597.410874184014,978552.6553266948,1.9516166070217182,2246.4471900642848,234.0510086503327,261.50212544076743,38.129332301116115,1495.3999986425927,121.36982960495288,346.0938889583566,22.404545295872,41.19435473461271,82.11572372270437,2336.5190010275505,27.722223516227913,3.0186743272637444,0.0009714341491740396,482.82843760318525
2.0,0.1835,0.005,0.97625,0.01875,901.7253963823625,5326.324284069629,12199.988835957096,970570.1889568542,3.4333619878420563,3995.138576368246,559.1724523546277,359.28112536208124,49.35520626250579,1754.0689465982189,111.31595062006423,321.0268580771643,23.60127310029504,33.98673336544782,75.25370547361024,1592.2059714180077,33.16762361414378,3.7949623584209586,0.0019146385855077922,466.5506344493154
1.75,0.20962,0.005,0.973571429,0.021428571,909.5403177024115,5897.1636862539135,14145.11341482825,967557.943778626,3.9430000050677356,4409.349513071497,675.3238999099494,362.10088740781134,49.11052041513244,1756.370779469858,101.9683185024441,301.82246288242015,22.998155461322188,29.576998644833218,73.25803890990079,1443.5775221104946,34.49687398518593,3.605915934963635,0.00222721492447627,462.90868707216424
1.5,0.24456,0.005,0.97,0.025,885.9702739056523,6432.355543423998,17041.47922045528,963790.6813677215,4.4907311368284,4710.624146125846,796.4340267913623,350.05997682411686,46.75422842635706,1719.869100076861,90.3110044538169,277.7537975083249,22.29101176806307,24.67742721229255,72.51558822463097,1322.3523934910977,36.24393787641409,3.2694490979385975,0.002537677849617596,465.42509623253176
1.25,0.29347,0.005,0.965,0.03,823.8432063356048,6891.178717934806,21484.852904147316,958785.5578541687,5.053382416371046,4838.5468626923985,908.7198316214349,322.1723940065815,42.243428406044565,1639.7400749964352,77.10103641045242,249.20099658149368,21.655624065640982,19.689579911797694,73.7342501058473,1230.949093730457,38.69500047679669,2.831832743286393,0.0028154550231995717,477.1246423034243
1.1,0.33349,0.005,0.960909091,0.034090909,767.1064736846606,7115.986514987614,25320.48364234303,954799.6192041339,5.387782921353184,4813.833430427714,963.6158726010692,298.1361680909414,38.63062946823301,1568.5284853188925,68.72758349569716,230.00232193526026,21.33456418938576,16.781989882960556,75.63933342672875,1189.991666931477,40.60394005958708,2.539991793206898,0.0029552139633607323,489.43672786506835
1.0,0.36699,0.005,0.9575,0.0375,721.4764669824731,7241.839482904844,28597.66974545646,951509.3226652778,5.606388752388074,4751.614394890476,991.6805658277289,279.30819676378735,35.91517099540868,1510.3292532783073,63.0253090258489,216.34429247111822,21.13185094297978,14.903875846571228,77.45626322126643,1168.000935333778,42.08288803772938,2.3379456302826456,0.003034879684633697,500.01502246207497
0.9,0.40744,0.005,0.953333333,0.041666667,669.9916488624608,7347.413281526482,32665.54177504702,947502.4391076906,5.820076534394353,4651.655841919973,1010.6798460364495,258.4023983022925,33.00045962222815,1442.605926240303,57.247466089068766,201.99214160890662,20.917985234573994,13.081020300470739,79.7378031267919,1149.8984894213913,43.736052990368776,2.131608615066168,0.003103208267792055,512.5360325265871
0.75,0.48933,0.005,0.945,0.05,582.7161553288273,7466.147741946341,40917.16738438238,939490.4736435338,6.128867572989802,4428.9679598184375,1017.1332784404427,223.45573677391107,28.342063418278357,1320.5829532737155,48.45410302969316,179.14166818481223,20.516453629223207,10.455925508072122,84.07825363224421,1129.292674355859,46.553995173912945,1.8156473508441038,0.0031845227198881217,535.0005776423907
0.65,0.56436,0.005,0.937307692,0.057692308,518.4891355489041,7517.492171188192,48602.67434932556,932072.1049863633,6.325144217280048,4229.888281154419,1002.5898599470995,197.94480643638352,25.099395008748253,1223.2145220392943,42.50754543570931,163.00705350158685,20.14153553717427,8.78012046726859,87.61500817402454,1119.4470591910667,48.663446123024244,1.600746032427546,0.0032250985615209023,552.4502211120067
