temperature,C5H8(522),C5H8O(825)rs,CPT(563),O2(6),N2,H2(2),H2O(5),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),C6H6(970),HO2(8),OH(4)
830,419.50484036993385,35.00333771789517,967.4784369971233,27582.134421429982,950868.8974713386,766.7392089028067,8193.552069527494,5623.288996342275,989.7438375929286,283.31754214890844,37.8359530943752,1451.270589947314,61.86160839651316,211.98433873875612,22.500690536131607,14.75228990320154,62.77424055833073,2.351668910029417,6.144705748659857,0.0038793907524957818
840,309.12776685027063,24.724130809610458,739.7854594232733,25784.24198009021,949218.3368598521,1013.7492138008379,9602.277928437285,7540.531655816943,1205.9902890845187,364.6838066389231,43.607228702596345,1564.6721417810957,70.90977073099215,216.08315611992606,21.522297859898806,17.42186450235988,54.83662587967273,3.7974496462973573,6.543499479399547,0.00533754918160196
850,232.3808412227752,17.788961331363943,590.8113731663259,24309.660231005517,947778.9151399249,1264.6829768734362,10764.596489514757,9240.42666961492,1387.2333126221808,436.5767864521447,46.67755788042608,1608.8301783645807,77.37426267456706,212.45235782497483,19.68661481582899,18.9984994926566,48.69811330886425,5.395265201470158,6.8112457533499775,0.006853464105606158
860,178.71097046628597,13.118198503991971,489.0657847731528,23118.169172607344,946580.7970746002,1505.8659418025236,11702.57041684835,10656.836416651448,1550.3622693998022,496.6814709373927,47.69430499213743,1611.3508123779357,81.30771203072936,203.46493814610122,17.651219191358294,19.599018544959375,44.40389990152557,7.093878734320316,6.984159334001676,0.008364516992181187
870,140.2030059612003,9.89439405925456,415.8914362294685,22143.315036863252,945605.6791081255,1729.9739104341854,12460.566772571185,11799.684523276774,1713.506327653247,545.2658209205669,47.34305427064152,1590.026694385094,82.91663747100415,190.97851516634387,15.719911596518763,19.411033839573026,41.47569400371885,8.865884556295141,7.097791502941898,0.009848422259159833
880,111.69270458102524,7.59397107335772,360.41264925589786,21319.579156832166,944816.1570191105,1934.7071853463906,13087.018152088305,12710.806162805848,1890.243645378841,583.7769054530687,46.13968176406199,1553.5591416914156,82.51125101007665,176.3982421449531,13.996211947356409,18.63626668279222,39.40303742737066,10.681650402995283,7.1764808013466,0.011313229673703327
890,89.954086634614,5.898059209119771,316.2696367332813,20594.110773417833,944174.0031441888,2120.0785060725616,13624.063283114549,13436.914028875923,2088.7600639751763,613.7808333660331,44.3879685678833,1505.2637503422366,80.45782899964976,160.75256479124636,12.496580461005319,17.46326321961488,37.778633642184914,12.50140314007409,7.232398959772837,0.012783775527329847
900,72.96937748182607,4.6126487541972745,279.6766687438138,19927.855978728636,943647.435309594,2286.419276624147,14104.868708722284,14018.382155181685,2313.4393759981626,636.4787621668423,42.22403865461812,1446.1758263191034,77.13536267536968,144.77250260160403,11.205615668397652,16.05268230651021,36.308494072399746,14.27626164775299,7.268824859445516,0.014293083337723837
910,59.4440379483731,3.6168621014135653,248.31257570549667,19292.589970074157,943212.6710213317,2433.323903742635,14554.697778252825,14486.231190353074,2566.944927167445,652.5798976943996,39.685906348347416,1376.7630143139968,72.89969596484046,128.95670979294383,10.097841952247531,14.53092583768221,34.79224013110323,15.95181041478086,7.283718077926426,0.01587966707046656
920,48.51758271641984,2.832769916161014,220.70173735680007,18667.425243914062,942853.425236794,2559.168568390275,14992.985326254751,14862.210426636722,2851.945138840662,662.3321594358373,36.776134048369535,1297.6177559720604,68.06205092984885,113.62854933849897,9.145777449559906,12.991010750079697,33.103836972891564,17.47254042324578,7.272189688214478,0.017588916856654088
930,39.59751758985746,2.2083489791254327,195.87431906917638,18036.030438750848,942559.9360125279,2660.9248620434428,15435.222164984916,15159.704719324462,3172.315444269886,665.6041274342177,33.50610181897774,1209.6394671678534,62.88232681276668,98.98980397929867,8.323101588593358,11.497738898872662,31.178353969406572,18.786685777878777,7.227861012690998,0.01947694564646173
940,32.26332117451557,1.7077893366208337,173.18144145495125,17384.73524099731,942328.0366975479,2734.168081714468,15894.268192469512,15384.630587164793,3533.941464933768,661.973549703344,29.921267881234648,1114.0455989655136,57.57129280383842,85.16806383355187,7.605857908272276,10.093766767163464,29.002594763579626,19.850259981577885,7.143568971478751,0.021616290759598374
950,26.208884029727376,1.305788668884057,152.19565922278696,16701.435411322887,942158.3828357821,2773.3097483652828,16380.961741985382,15536.049170214841,3945.2783564942783,650.819457639287,26.11099639347947,1012.3783037941075,52.29535879478517,72.25369242971951,6.972665224671836,8.804640394405672,26.6065317956076,20.6287977606856,7.0118880267810875,0.024103569116826068
960,21.20625314869299,0.9840143440207754,132.6588185090479,15975.267287699959,942055.7410568813,2772.1818339504794,16903.901363072877,15606.512922003083,4417.695889516449,631.4477714757418,22.206571008795645,906.5605359789752,47.18045845487549,60.32487684784089,6.404463884160143,7.642422778032927,24.053808354926925,21.096166487808844,6.82582160041269,0.02706928278274629
970,17.081432213370707,0.7287559367529103,114.45404319677822,15197.072466900298,942028.0743357453,2725.151971063544,17468.318343198927,15582.455466965657,4965.4539548378425,603.2959284208542,18.36917761029541,798.9744053825802,42.31417876789864,49.46071851802682,5.884165202864099,6.608279606686673,21.430718403546944,21.23131519454188,6.57989014876877,0.030689627067462942
980,13.697049388037973,0.529244188259947,97.5825783823987,14360.524419371743,942085.0729445771,2628.837018846127,18074.25393313784,15445.21453993077,5605.025486628124,566.2370193870863,14.768261424236456,692.4626357808363,37.74673876079782,39.74174027339325,5.396397980812416,5.694537388072098,18.833427224915997,21.015300579558012,6.271629661258233,0.03519993046542739
990,10.93927875268289,0.37640922316058467,82.1284372933936,13463.40320052022,942235.9879228481,2484.0653397493998,18714.858480348637,15173.282441651936,6353.5688974763725,520.9189375307437,11.552382213607839,590.125205588234,33.49267912659307,31.237594972033857,4.927536703447076,4.886780525367798,16.353666845222723,20.43173247686485,5.903087722524279,0.040910404266107855
1000,8.708630455209171,0.2620759880830002,68.20506536694317,12508.239835093453,942487.1874758252,2297.1719373461274,19376.082319570516,14745.832389433006,7226.667605944601,468.9717308369672,8.820482071366063,494.87934631056436,29.536609334375555,23.986600482852875,4.4663477237218006,4.16664611773703,14.064995059160534,19.47290343745099,5.481449771805116,0.04822794767440148
1010,6.915406983864463,0.17866268724167428,55.8987023167655,11501.997229640092,942840.2648313241,2079.664387577278,20038.51462826069,14146.82997853427,8235.639836487479,412.9191358671394,6.606218624549416,408.9575791511185,25.845996011540056,17.9783254570628,4.005538473623352,3.515684981654554,12.01391036473059,18.15044090235485,5.018126470768018,0.05769079979318554
1020,5.4795829797680025,0.11929286450530777,45.23341141763104,10455.474429049307,943291.0665833888,1846.2058660888824,20680.718930801588,13369.073206349105,9384.388976015664,355.7928676330822,4.883162150010967,333.62034454190643,22.389747987083062,13.14953532163603,3.543771404361323,2.9197373125680515,10.219182552447162,16.50504019605313,4.52676725435274,0.07002116396442479
1030,4.3327379373471775,0.07804295096350179,36.16780353875012,9383.503573003763,943829.0815789523,1611.910979119278,21282.584401900494,12418.290742472946,10665.405637717282,300.615936098681,3.5857720129608515,269.1964756361625,19.156034087960904,9.393255414286443,3.0868249966884016,2.3723625420668264,8.67811307441916,14.609326724664669,4.0216118056525785,0.08619304717842066
1040,,,,,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,,,,,
1110,,,,,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,,,,,
1190,,,,,,,,,,,,,,,,,,,,
