temperature,C5H8(522),C5H8O(825),CPT(563),O2(6),N2,H2(2),H2O(5),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),C6H6(970),HO2(8),OH(4)
500,1.3165875358162286e-10,6.283798235641889e-12,4999.999999999518,37499.99999999907,957500.0000000006,2.165615607182224e-16,2.6917926022092635e-10,7.17576366962216e-12,1.7283656426235052e-15,4.585456820025123e-18,3.1614857473142636e-19,2.720795545959651e-12,7.473999875469209e-19,1.0200736246152385e-13,9.408657791936898e-18,2.8488381377112475e-24,1.2554320745651016e-22,4.1603788085519797e-44,2.502120405606638e-10,7.801082047294246e-17
600,0.9522798370182931,0.03965332366995369,4998.583159650471,37498.08220675556,957499.4629140166,0.0006083192089829518,1.023228275094039,0.35000890096122034,0.01766215986706601,0.000157961827329586,0.0012214821264763347,0.14521300225752526,0.000013484481076240657,0.006918552623119651,0.00004988010218692369,0.00015212636350737236,0.00004357659031643191,1.9321576463032956e-16,0.07863730143800488,2.657284131613432e-7
700,1.2117063151025598,0.03690044561581469,4998.701522559557,37498.67853405883,957499.9314550629,0.002918746471702437,0.16972136573491495,0.020105641569355077,0.005192044387890355,0.0009975763864220138,0.000018984974459325497,0.019798273072465174,0.00024286437366400894,0.004265089651321522,0.0008249724726359876,0.000012264701902536842,0.00007153581437700012,6.575629697222135e-14,0.0306578854009296,4.000125346763953e-8
800,880.8275805485057,72.61107689321764,2712.4177115377383,34302.855203863015,955804.8496998633,192.40617622860296,2814.725038608881,740.4050250337358,201.9542327406582,49.06083112657938,8.258436845383839,535.8809641668063,22.118584745084522,116.7725489034163,9.793649375256136,2.8119070294247073,59.47257777109965,0.06517632693653228,4.000311088050324,0.0007337366060865977
900,73.51586366217471,4.632479574299495,280.91270257399214,19975.033772329636,943658.8985771897,2291.680399456417,14064.012242106654,13995.180247733691,2299.1416505256907,637.9147430639096,42.25448626183007,1457.1664299635258,77.38730233449627,143.95279761531677,11.058062114602945,16.09948771087881,36.56155085683831,14.43496280822869,7.237742364140027,0.014221402404182426
1000,8.729237065674601,0.2616495249512495,68.31102472919183,12520.636363119116,942483.9323045354,2300.0747959947657,19366.9692661947,14750.490458014228,7216.377957501993,469.92330751774983,8.833434419620211,496.1929808595135,29.589652206046296,23.91680310540408,4.465159439105418,4.176062565504841,14.100226552992057,19.552606015001857,5.475889343727406,0.04814117376019618
1100,,,,,,,,,,,,,,,,,,,,
