name,mult,charge,chi,smi
S(1792),2,0,"InChI=1S/C5H9O/c1-5(2)3-4-6/h3-6H,1H2,2H3",OC=CC(C)[CH2]
S(276),2,0,"InChI=1S/C3H5O2/c1-2-3(4)5/h3-5H,1H2",OC(O)[C]=C
C5H9O(164),2,0,"InChI=1S/C5H9O/c6-5-3-1-2-4-5/h6H,1-4H2",O[C]1CCCC1
S(1201),1,0,"InChI=1S/C5H10O2/c6-5(7)3-1-2-4-5/h6-7H,1-4H2",OC1(CCCC1)O
S(826),1,0,InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h1-3H2,O=C1CCC(O1)=C
C2H4O(574),1,0,"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2",OC=C
S(461),2,0,"InChI=1S/C3H5O2/c1-3(5)2-4/h1,4-5H,2H2",OCC(O)=[CH]
S(982),2,0,"InChI=1S/C3H5O2/c1-3(5)2-4/h5H,1-2H2",OC(C[O])=C
S(1852),2,0,"InChI=1S/C3H5O2/c1-3(4)2-5-3/h4H,1-2H2",OC1(CO1)[CH2]
S(1578),2,0,"InChI=1S/C5H7O2/c1-5(4-7)2-3-6/h2-6H,1H2",OC=CC(C=O)[CH2]
S(943),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3,5,7H,1-2H2",OC(C[CH2])C=C=O
S(1806),2,0,"InChI=1S/C5H9O/c1-5(2)3-4-6/h3,5-6H,1-2H3",O[C]=CC(C)C
S(1167),2,0,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2",[O]OCCC=C
S(187),2,0,"InChI=1S/C5H7O2/c6-4-2-1-3-5(4)7/h6H,1-3H2",OC=1CCCC=1[O]
S(1884),1,0,"InChI=1S/C5H8O2/c6-4-2-1-3-5(4)7/h6-7H,1-3H2",OC=1CCCC=1O
C5H7O(832),2,0,"InChI=1S/C5H7O/c1-3-4-5(2)6/h3H,1-2,4H2",[O]C(CC=C)=C
S(1890),2,0,"InChI=1S/C5H7O/c1-4-2-5(6)3-4/h4H,1-3H2",O=C1CC(C1)[CH2]
S(1104),1,0,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H,OC1C=CC=C1
S(1140),2,0,"InChI=1S/C5H9O/c1-2-3-4-5-6/h5H,1-4H2",O=CCCC[CH2]
S(1904),2,0,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3",O=[C]CCCC
S(1905),1,0,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",OC(=O)CCCC
S(359),2,0,"InChI=1S/C5H7O2/c6-5-3-1-2-4-7-5/h2H,1,3-4H2",O=C1OC[CH]CC1
C4H5O(756),2,0,"InChI=1S/C4H5O/c1-3-4(2)5/h3H,1-2H2",[O]C(=C)C=C
S(1927),1,0,"InChI=1S/C4H6O2/c1-3-4(2)6-5/h3,5H,1-2H2",OOC(C=C)=C
S(1926),1,0,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h2,5H,1,3H2",OCC(C=C)=O
C3H5(279),2,0,"InChI=1S/C3H5/c1-3-2/h1H2,2H3",C[C]=C
S(282),2,0,"InChI=1S/C3H5O2/c1-3(2)5-4/h1H2,2H3",[O]OC(C)=C
S(1970),2,0,"InChI=1S/C3H5O2/c1-3(2)4-5-3/h1H2,2H3",CC1(OO1)[CH2]
C4H7(1164),2,0,"InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",C[CH]C=C
S(1983),1,0,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3",OOCC=CC
S(1982),1,0,"InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3",OOC(C)C=C
S(1981),1,0,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3",OCC=CC
S(1750),2,0,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3-4H,1H2,2H3",[O]OC(C)C=C
C5H8O(309),1,0,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,O=C1CCCC1
S(821),2,0,"InChI=1S/C5H7O2/c1-3-5(6)7-4-2/h2,4H,3H2,1H3",O=C(OC=[CH])CC
S(2020),2,0,"InChI=1S/C5H7O2/c1-2-5-6-3-4-7-5/h3-4H,2H2,1H3",CC[C]1OC=CO1
S(731),2,0,"InChI=1S/C5H7O2/c6-3-4-1-5(7)2-4/h4H,1-3H2",[O]CC1CC(=O)C1
C4H5O(759),2,0,"InChI=1S/C4H5O/c5-4-2-1-3-4/h1H,2-3H2",O=C1C[CH]C1
S(2035),1,0,"InChI=1S/C4H6O2/c5-3-1-4(6)2-3/h3,5H,1-2H2",OC1CC(=O)C1
S(1749),2,0,"InChI=1S/C5H7O/c1-4-2-5(4)3-6/h3-5H,1-2H2",O=CC1C(C1)[CH2]
C5H9O(120),2,0,"InChI=1S/C5H9O/c1-2-3-4-5-6/h5-6H,2-3H2,1H3",OC=[C]CCC
S(1856),2,0,"InChI=1S/C3H5O2/c1-3(4)5-2/h4H,1-2H2",OC(=C)O[CH2]
S(1753),2,0,"InChI=1S/C5H7O/c1-3-5(2)4-6/h3-5H,1-2H2",O=CC(C=C)[CH2]
C5H9O(163),2,0,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3,5-6H,1-2,4H2",OC(C[CH2])C=C
C5H7O(306),2,0,"InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h2,4-5H,1,3H2",O1C2C1[CH]CC2
S(2061),2,0,"InChI=1S/C5H9O/c1-4-2-3-5(4)6/h4-6H,1-3H2",OC1C([CH2])CC1
S(1169),1,0,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",OCCC=C
S(124),1,0,"InChI=1S/C5H8O2/c1-3-5(4-2)7-6/h3-6H,1-2H2",OOC(C=C)C=C
S(1551),2,0,"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h1-2,4,6-7H,3H2",OC(CC=[CH])=CO
C5H7O2(23),2,0,"InChI=1S/C5H7O2/c6-7-5-3-1-2-4-5/h1,3-6H,2H2",OOC1C=CC[CH]1
C5H9O(200),2,0,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2,5-6H,1,3-4H2",O[CH]CCC=C
C5H9O(886),2,0,"InChI=1S/C5H9O/c1-2-3-4-5-6/h4-5H,2-3H2,1H3",O=C[CH]CCC
S(2089),1,0,"InChI=1S/C5H10O2/c1-2-3-5(7)4-6/h4-5,7H,2-3H2,1H3",OC(CCC)C=O
S(360),2,0,"InChI=1S/C5H7O2/c6-5-3-1-2-4-7-5/h1H,2-4H2",O=C1OCC[CH]C1
S(362),1,0,InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h1-4H2,O=C1OCCCC1
S(1128),1,0,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3,5,7H,1H2,2H3",OC(C=C)C(C)=O
C3H5O(280),2,0,"InChI=1S/C3H5O/c1-3(2)4/h4H,1-2H2",OC(=C)[CH2]
S(1239),2,0,"InChI=1S/C3H5O/c4-3-1-2-3/h4H,1-2H2",O[C]1CC1
S(923),2,0,"InChI=1S/C5H7O2/c1-4-3-5(2)7-6-4/h4H,1-3H2",[CH2]C1CC(OO1)=C
S(466),2,0,"InChI=1S/C5H7O2/c1-2-5-3-4(1)6-7-5/h4H,1-3H2",O1O[C]2CCC1C2
S(951),2,0,"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h4H,1-3H2",[O]C1CCC(C1)=O
S(1150),2,0,"InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h4H,1-3H2",O=C(CCC=O)[CH2]
S(1144),1,0,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h4H,2-3H2,1H3",O=C(CCC=O)C
S(2148),2,0,"InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h2-3H2,1H3",O=C(CC[C]=O)C
S(827),2,0,"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h2-3H2,1H3",O=C1O[C](CC1)C
S(1125),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3,7H,1H2,2H3",OC(C=C)=C([O])C
S(2171),1,0,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3,7H,1-2H3",OC(C(=O)C)=CC
S(2159),2,0,"InChI=1S/C5H7O2/c1-4-5(6)2-3-7-4/h2,6H,3H2,1H3",OC1=CCO[C]1C
S(2168),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3,7H,2H2,1H3",OC(C([O])=C)=CC
S(1474),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3",O=[C]C=CCC
S(2205),1,0,"InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h3-4H,2H2,1H3,(H,6,7)",OC(C=CCC)=O
S(1258),2,0,"InChI=1S/C5H7O2/c6-4-3-5(7)1-2-5/h3-4,6H,1-2H2",OC=CC1(CC1)[O]
S(1924),1,0,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",O=C(C=C)C
S(1292),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,7H,1H3",OC(C=C[O])=CC
S(2186),2,0,"InChI=1S/C5H7O2/c1-4-5(6)2-3-7-4/h2-4,6H,1H3",O[C]1C=COC1C
S(652),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h5,7H,1H2,2H3",OC([C]=C)C(C)=O
C5H8(677),1,0,"InChI=1S/C5H8/c1-3-5-4-2/h5H,1,4H2,2H3",CCC=C=C
S(247),2,0,"InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h1,5-6H,2-4H2",OOC1CC[CH]C1
S(160),2,0,"InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h5H,1-4H2",[O]OC1CCCC1
C5H9(158),2,0,"InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2",C1CC[CH]C1
S(2253),1,0,"InChI=1S/C5H8O/c1-2-5-3-4(1)6-5/h4-5H,1-3H2",O1C2CCC1C2
S(394),2,0,"InChI=1S/C5H7O2/c6-4-5-2-1-3-7-5/h4H,1-3H2",[O]C=C1CCCO1
S(1877),2,0,"InChI=1S/C4H7O2/c1-2-4-6-5-3-1/h1H,2-4H2",O1CC[CH]CO1
C3H5O(217),2,0,"InChI=1S/C3H5O/c1-2-3-4/h1-2,4H,3H2",OCC=[CH]
C3H5O(601),2,0,"InChI=1S/C3H5O/c1-2-3-4/h2H,1,3H2",[O]CC=C
S(2285),2,0,"InChI=1S/C3H5O/c1-3-2-4-3/h3H,1-2H2",[CH2]C1CO1
S(2300),2,0,"InChI=1S/C3H5O/c1-3-4-2/h3H,1-2H2",C=CO[CH2]
S(1471),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-5H,1H3",[O]C=CC=CC
S(2351),1,0,"InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h2-5,7H,1H3",OC(C=O)C=CC
S(2342),2,0,"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3",CC1O[CH]C=C1
C3H5O(285),2,0,"InChI=1S/C3H5O/c1-3(2)4/h1,4H,2H3",OC(=[CH])C
S(828),2,0,"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h2,4H,3H2,1H3",O=C1OC([CH]C1)C
S(1993),2,0,"InChI=1S/C5H7O2/c1-3-5(2)7-4-6/h3,5H,1H2,2H3",O=[C]OC(C)C=C
S(1878),2,0,"InChI=1S/C4H7O2/c1-4-2-3-5-6-4/h4H,1-3H2",[CH2]C1CCOO1
C3H3O(474),2,0,InChI=1S/C3H3O/c1-2-3-4/h1-3H,O=CC=[CH]
C5H8(68),1,0,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",C=CCC=C
S(1123),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h1,3,5-7H,2H2",OC(C(=C)O)C=[CH]
S(1111),2,0,"InChI=1S/C5H7O2/c6-4-2-1-3-5(4)7/h1-2,4,6-7H,3H2",OC1C=CC[C]1O
S(2423),1,0,"InChI=1S/C5H6O2/c6-4-2-1-3-5(4)7/h1-2,6-7H,3H2",OC=1CC=CC=1O
CH3(114),2,0,InChI=1S/CH3/h1H3,[CH3]
CCC(2457),1,0,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",CCC
C4H6(1976),1,0,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",CC=C=C
C4H6(1618),1,0,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",CCC#C
CO(2432),1,0,"InChI=1S/CH4O/c1-2/h2H,1H3",OC
S(1815),2,0,"InChI=1S/C5H9O/c1-3-4-5(2)6/h6H,1-4H2",OC(=C)CC[CH2]
S(2562),2,0,"InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3",[O]C(=C)CCC
S(2567),1,0,"InChI=1S/C5H10O2/c1-2-3-5(7)4-6/h6H,2-4H2,1H3",OCC(=O)CCC
C2H3(194),2,0,"InChI=1S/C2H3/c1-2/h1H,2H2",C=[CH]
S(619),2,0,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",[O]OC=C
S(2609),2,0,"InChI=1S/C2H3O2/c1-2-3-4-2/h2H,1H2",[CH2]C1OO1
S(1535),2,0,"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3H,4H2,2H3",O=C(C=[CH])CC
S(2565),1,0,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",O=C(CCC)C
C4H8(1168),1,0,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",CCC=C
C3H3O(475),2,0,"InChI=1S/C3H3O/c1-2-3-4/h2H,1H2",O=C=C[CH2]
S(2644),1,0,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",OC(C=C)=O
S(1126),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h1,3,5,7H,2H3",OC(C=[CH])C(C)=O
S(2240),2,0,"InChI=1S/C5H7O2/c1-4-5(6)2-3-7-4/h2-3,5-6H,1H3",OC1C=CO[C]1C
S(2179),1,0,"InChI=1S/C5H6O2/c1-4-5(6)2-3-7-4/h2-3,6H,1H3",OC1=C(C)OC=C1
C5H7O(238),2,0,"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h4-6H,1,3H2",OC1CC[C]=C1
S(1914),2,0,"InChI=1S/C5H7O2/c1-3-4-7-5(2)6/h3H,1-2,4H2",O=C(OCC=C)[CH2]
S(161),2,0,"InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h3,5-6H,1-2,4H2",OOC1CCC[CH]1
CCOO(865),1,0,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",OOCC
S(530),2,0,"InChI=1S/C5H7O2/c1-5-2-3-6-7-4-5/h2H,1,3-4H2",[CH2]C1=CCOOC1
S(1476),1,0,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h1-2,4,7H,3,5H2",OCCC=CC=O
S(2682),2,0,"InChI=1S/C5H7O2/c1-4-2-5(6)7-3-4/h4H,1-3H2",O=C1CC([CH2])CO1
C3H5(284),2,0,"InChI=1S/C3H5/c1-3-2/h1,3H,2H3",CC=[CH]
C(2431),1,0,InChI=1S/CH4/h1H4,C
S(1119),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3,6-7H,1-2H2",OC(=C(O)C=C)[CH2]
S(2170),1,0,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3,6-7H,1H2,2H3",OC(C)=C(O)C=C
S(2198),1,0,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3,6-7H,2H2,1H3",OC(C(O)=C)=CC
S(956),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,6-7H,1H2",OC(=C[CH]O)C=C
S(1404),1,0,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2-7H,1H2",OC(C=CO)C=C
S(2764),1,0,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2-3,6-7H,1,4H2",OCC=C(C=C)O
S(1295),1,0,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2-4,6-7H,1H3",OC(C=CO)=CC
S(2250),2,0,"InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h2-4H2,1H3",[O]OC(CCC)=C
S(2775),2,0,"InChI=1S/C5H9O2/c1-3-4-5(2)6-7-5/h2-4H2,1H3",CCCC1(OO1)[CH2]
S(2252),2,0,"InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h4,6H,2-3H2,1H3",OOC(=C)[CH]CC
S(2781),1,0,"InChI=1S/C5H8O/c1-2-4-3-5(4)6/h4H,2-3H2,1H3",O=C1CC1CC
S(1305),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-3H2,1H3",O=C(C[C]=O)CC
S(1306),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2,4H,3H2,1H3",[O]C(=CC)CC=O
S(1139),2,0,"InChI=1S/C3H5O/c1-2-3-4/h2H2,1H3",O=[C]CC
S(2798),1,0,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",OC(=O)CC
S(1711),2,0,InChI=1S/C3H3O2/c4-2-1-3-5/h1-3H,[O]C=CC=O
S(2067),1,0,"InChI=1S/C5H8O/c1-2-4-5(3-1)6-4/h4-5H,1-3H2",O1C2C1CCC2
S(949),1,0,"InChI=1S/C5H6O2/c6-4-1-2-5(7)3-4/h3,6H,1-2H2",OC=1CCC(=O)C=1
S(1723),2,0,"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h5,7H,2H2,1H3",OC(CC)C#C[O]
S(2088),1,0,"InChI=1S/C5H10O2/c1-2-3-4-5-7-6/h4-6H,2-3H2,1H3",OOC=CCCC
S(1342),2,0,InChI=1S/C3H5O2/c1-2-3(4)5/h1-5H,OC(C=[CH])O
S(604),2,0,"InChI=1S/C3H5O2/c1-2-3(4)5/h2-4H,1H2",OC(C=C)[O]
C5H7O(375),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h4H,1-3H2",O=C=CCC[CH2]
S(1559),2,0,"InChI=1S/C4H5O/c1-2-3-4-5/h2H,1,3H2",O=[C]CC=C
S(2856),1,0,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)",OC(=O)CC=C
S(1073),2,0,"InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2",O=C[CH]C=C
S(2870),1,0,"InChI=1S/C4H6O2/c1-2-3-4-6-5/h2-5H,1H2",OOC=CC=C
S(1332),1,0,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h2-4,6H,1H2",OC(C=C)C=O
S(2282),1,0,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h1-3,6H,4H2",OCC=CC=O
C5H6O(153),1,0,"InChI=1S/C5H6O/c1-2-3-4-5-6/h2-5H,1H2",O=CC=CC=C
C5H6O(28),1,0,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2H,3-4H2",O=C1CC=CC1
S(1869),2,0,"InChI=1S/C5H7O2/c1-5(4-7)2-3-6/h2,4-6H,1H3",O[C]=CC(C)C=O
S(2899),2,0,"InChI=1S/C5H7O2/c1-4-2-5(6)7-3-4/h2-4,6H,1H3",OC=1O[CH]C(C)C=1
S(813),1,0,"InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h3,6H,1-2,4H2",OC=1OCCCC=1
S(1151),2,0,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3,5-6H,1-2,4H2",OC(CC=C)[CH2]
S(2251),2,0,"InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h4H,3H2,1-2H3",[O]OC(=CCC)C
S(2778),2,0,"InChI=1S/C5H9O2/c1-3-4-5(2)6-7-5/h4H,3H2,1-2H3",CC1(OO1)[CH]CC
S(2919),2,0,"InChI=1S/C5H9O2/c1-3-5-4(2)6-7-5/h5H,3H2,1-2H3",CCC1[C](C)OO1
S(2720),1,0,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3",O=C(C=CC)C
S(2430),2,0,InChI=1S/CH3O2/c1-3-2/h1H3,[O]OC
C5H7O(616),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h1-2,5H,3-4H2",O=CCCC=[CH]
S(2855),2,0,"InChI=1S/C5H7O/c6-4-5-2-1-3-5/h5H,1-3H2",O=[C]C1CCC1
C3H2O(472),1,0,"InChI=1S/C3H2O/c1-2-3-4/h1,3H",O=CC#C
S(123),1,0,"InChI=1S/C5H8O2/c1-2-3-4-5-7-6/h2-4,6H,1,5H2",OOCC=CC=C
S(1475),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3",O=CC=CCC
S(1978),2,0,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3H,4H2,1H3",[O]OCC=CC
S(1462),2,0,"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h3-5H,1-2H2",O1C2[CH]C1CC2
S(950),2,0,"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h6H,1-3H2",O[C]1CCC(=O)C1
S(2117),2,0,"InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h7H,1-3H2",OC(=C)CC[C]=O
S(463),2,0,"InChI=1S/C5H7O2/c1-5-3-2-4-6-7-5/h2,4-5H,1,3H2",[CH2]C1CC=COO1
S(553),2,0,"InChI=1S/C5H7O2/c1-3-5-7-6-4-2/h3-5H,1-2H2",[CH2]C=COOC=C
C5H6O(650),1,0,"InChI=1S/C5H6O/c1-3-4-5(2)6/h4H,1H2,2H3",O=C(C=C=C)C
S(1736),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3H,4H2,1H3",O=[C]CC=CC
S(2786),2,0,"InChI=1S/C5H7O/c1-2-4-3-5(4)6/h2,4H,3H2,1H3",O=C1C(C1)[CH]C
S(648),1,0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",OC(C)=O
S(425),2,0,"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h2,4,7H,1,3H2",OC(CC=C)=C[O]
S(3031),2,0,"InChI=1S/C5H7O2/c1-4-2-5(4,7)3-6/h3-4,7H,1-2H2",OC1(C(C1)[CH2])C=O
S(3029),2,0,"InChI=1S/C5H7O2/c1-4-2-5(6)3-7-4/h3-4,6H,1-2H2",OC=1CC([CH2])OC=1
S(1548),2,0,"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h2-4,6-7H,1H2",OC(=CC=C)[CH]O
S(1682),2,0,InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h1-7H,OC=CC=C[CH]O
S(3070),1,0,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h1-4,6-7H,5H2",OCC=CC=CO
C5H6O(131),1,0,"InChI=1S/C5H6O/c1-3-5(6)4-2/h3-4H,1-2H2",O=C(C=C)C=C
S(1752),2,0,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",OOCC=C[CH2]
S(3072),1,0,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2,4H,1,3H2",C=CC1CO1
S(1880),2,0,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h1-2,5H,3-4H2",OOCCC=[CH]
S(953),2,0,"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h1,5,7H,2-3H2",OC1CC=C([O])C1
S(2602),1,0,"InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h2-3,6-7H,1,4H2",OCC(=CC=C)O
S(3061),1,0,"InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h2-4,6-7H,1H3",OC(C=CC)=CO
S(318),1,0,"InChI=1S/C5H6O2/c6-4-2-1-3-5(4)7/h1-2,5,7H,3H2",OC1CC=CC1=O
S(1103),1,0,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-3,6H,4H2",OC=1CC=CC=1
C5H6O(577),1,0,"InChI=1S/C5H6O/c1-3-5-6-4-2/h1,4H,2,5H2",C=COCC#C
S(1665),2,0,"InChI=1S/C5H7O2/c1-4-3-5(2)7-6-4/h3-4H,1H2,2H3",CC=1OOC([CH2])C=1
S(3109),2,0,"InChI=1S/C5H7O2/c1-5-2-4(3-5)6-7-5/h2,4H,3H2,1H3",CC12CC(OO1)[CH]2
S(3111),2,0,"InChI=1S/C5H7O2/c1-5(2)3-4-6-7-5/h3-4H,1H2,2H3",CC1([CH2])C=COO1
S(714),2,0,"InChI=1S/C5H7O2/c1-5-2-4(5)3-6-7-5/h3-4H,2H2,1H3",CC12C(C2)[CH]OO1
S(3122),2,0,"InChI=1S/C5H7O2/c1-5(7)2-4(5)3-6/h3-4H,2H2,1H3",[O]C1(C(C1)C=O)C
S(666),2,0,"InChI=1S/C5H7O2/c1-4(3-6)5(2)7/h3-4H,1H2,2H3",O=C(C)C(C=O)[CH2]
C3H5O(602),2,0,"InChI=1S/C3H5O/c1-2-3-4/h2-3H,1H3",[O]C=CC
S(3137),1,0,"InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3",OC(C)C=O
S(1585),2,0,"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h1,3-4,6H,2H3",OC(C)C(=O)C=[CH]
S(1481),2,0,"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h3-4,6H,1-2H2",O[CH]C=C1CC1
S(3179),2,0,"InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4,6H,1-2H2",OC=CC(=C)[CH2]
C5H7O(207),2,0,"InChI=1S/C5H7O/c1-3-5(6)4-2/h3-5H,1-2H2",[O]C(C=C)C=C
S(2065),2,0,"InChI=1S/C5H7O/c1-3-5-4(2)6-5/h3-5H,1-2H2",[CH2]C1C(O1)C=C
S(2573),2,0,"InChI=1S/C5H7O/c1-3-5-6-4-2/h3-5H,1-2H2",C=C[CH]OC=C
S(2272),1,0,"InChI=1S/C5H8O2/c1-2-7-5-3-4-6/h2-3,5-6H,1,4H2",OCC=COC=C
S(1747),2,0,"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2,4-5H,1,3H2",[CH2]C1CC=CO1
S(2360),1,0,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",CC1=CC=CO1
C4H5(445),2,0,"InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2",[CH2]C=C=C
S(3222),1,0,"InChI=1S/C4H6O/c1-2-3-4-5/h3,5H,1,4H2",OCC=C=C
S(1932),2,0,"InChI=1S/C4H5O2/c1-3-4(2)6-5/h3H,1-2H2",[O]OC(C=C)=C
S(3245),2,0,"InChI=1S/C4H5O2/c1-3-4(2)5-6-4/h3H,1-2H2",[CH2]C1(C=C)OO1
S(3244),2,0,"InChI=1S/C4H5O2/c1-4-2-3-5-6-4/h2H,1,3H2",[CH2]C1=CCOO1
S(2204),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3H2,1H3",O=C=[C]CCC
S(2913),2,0,"InChI=1S/C5H9O/c1-4-2-5(6)3-4/h4-6H,1-3H2",OC1CC([CH2])C1
S(1785),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h4H,2-3H2,1H3",O=C=CCCC
S(2362),1,0,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,O1C=CC=C1
S(345),2,0,"InChI=1S/C5H7O2/c6-4-5-2-1-3-7-5/h3-5H,1-2H2",O=CC1CC[CH]O1
S(1902),2,0,"InChI=1S/C5H9O/c1-2-4-6-5-3-1/h4H,1-3,5H2",O1CCCC[CH]1
