name,mult,charge,chi,orig_name,orig_chi,orig_smi
S(462)r0,2,0,"AMChI=1/C5H7O2/c1-2-5-4-3-6-7-5/h2-3,5H,1,4H2/t5-/m0/s1",S(462),"InChI=1S/C5H7O2/c1-2-5-3-4-6-7-5/h2,4-5H,1,3H2",C=CC1C[CH]OO1
S(462)r1,2,0,"AMChI=1/C5H7O2/c1-2-5-4-3-6-7-5/h2-3,5H,1,4H2/t5-/m1/s1",S(462),"InChI=1S/C5H7O2/c1-2-5-3-4-6-7-5/h2,4-5H,1,3H2",C=CC1C[CH]OO1
S(552)r0,2,0,"AMChI=1/C5H7O2/c1-2-5(7)4-3-6/h2-3,5H,1,4H2/t5-/m0/s1",S(552),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2,4-5H,1,3H2",[O]C(CC=O)C=C
S(552)r1,2,0,"AMChI=1/C5H7O2/c1-2-5(7)4-3-6/h2-3,5H,1,4H2/t5-/m1/s1",S(552),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2,4-5H,1,3H2",[O]C(CC=O)C=C
C2H3O(348),2,0,"AMChI=1/C2H3O/c1-2-3/h2H,1H2",C2H3O(348),"InChI=1S/C2H3O/c1-2-3/h2H,1H2",O=C[CH2]
C3H4O(267),1,0,"AMChI=1/C3H4O/c1-2-3-4/h2-3H,1H2",C3H4O(267),"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",O=CC=C
C5H6O(136),1,0,"AMChI=1/C5H6O/c1-2-4-5-3-6/h1,3H,4-5H2",C5H6O(136),"InChI=1S/C5H6O/c1-2-3-4-5-6/h1,5H,3-4H2",O=CCCC#C
S(576),1,0,"AMChI=1/C2H4O2/c1-2-4-3/h2-3H,1H2",S(576),"InChI=1S/C2H4O2/c1-2-4-3/h2-3H,1H2",OOC=C
S(575),1,0,"AMChI=1/C2H4O2/c3-1-2-4/h1,4H,2H2",S(575),"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",OCC=O
C2H4O(573),1,0,"AMChI=1/C2H4O/c1-2-3/h2H,1H3",C2H4O(573),"InChI=1S/C2H4O/c1-2-3/h2H,1H3",O=CC
C2H3O(571),2,0,AMChI=1/C2H3O/c1-2-3/h1H3,C2H3O(571),InChI=1S/C2H3O/c1-2-3/h1H3,O=[C]C
OO(103),1,0,AMChI=1/H2O2/c1-2/h1-2H,OO(103),InChI=1S/H2O2/c1-2/h1-2H,OO
C5H7(40),2,0,"AMChI=1/C5H7/c1-3-4-5-2/h1,4H,5H2,2H3",C5H7(40),"InChI=1S/C5H7/c1-3-5-4-2/h1,5H,4H2,2H3",CCC=C=[CH]
S(676),2,0,"AMChI=1/C5H7O2/c1-5-3-2-4-7-6/h3-4H,5H2,1H3",S(676),"InChI=1S/C5H7O2/c1-2-3-4-5-7-6/h3,5H,2H2,1H3",[O]OC=C=CCC
S(675)r0,2,0,"AMChI=1/C5H7O2/c1-3-5(4-2)7-6/h1,5H,4H2,2H3/t5-/m0/s1",S(675),"InChI=1S/C5H7O2/c1-3-5(4-2)7-6/h1,5H,4H2,2H3",[O]OC(CC)C#C
S(675)r1,2,0,"AMChI=1/C5H7O2/c1-3-5(4-2)7-6/h1,5H,4H2,2H3/t5-/m1/s1",S(675),"InChI=1S/C5H7O2/c1-3-5(4-2)7-6/h1,5H,4H2,2H3",[O]OC(CC)C#C
C5H7(62)z,2,0,"AMChI=1/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3/b5-4-",C5H7(62),"InChI=1S/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3",CC=C[C]=C
C5H7(62)e,2,0,"AMChI=1/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3/b5-4+",C5H7(62),"InChI=1S/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3",CC=C[C]=C
S(135)z,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4-6-7-5/h1H,2-4H2/b5-1-",S(135),"InChI=1S/C5H7O2/c1-5-3-2-4-6-7-5/h1H,2-4H2",[CH]=C1CCCOO1
S(135)e,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4-6-7-5/h1H,2-4H2/b5-1+",S(135),"InChI=1S/C5H7O2/c1-5-3-2-4-6-7-5/h1H,2-4H2",[CH]=C1CCCOO1
S(703),2,0,"AMChI=1/C5H7O2/c1-5-3-2-4-6-7-5/h2H,1,3-4H2",S(703),"InChI=1S/C5H7O2/c1-5-3-2-4-6-7-5/h2H,1,3-4H2",C=C1OOC[CH]C1
S(708)rs0,2,0,"AMChI=1/C5H7O2/c1-5(7)2-4(5)3-6-7-5/h4H,1-3H2/t4-,5+/m0/s1",S(708),"InChI=1S/C5H7O2/c1-5-2-4(5)3-6-7-5/h4H,1-3H2",[CH2]C12C(COO2)C1
S(708)rs1,2,0,"AMChI=1/C5H7O2/c1-5(7)2-4(5)3-6-7-5/h4H,1-3H2/t4-,5+/m1/s1",S(708),"InChI=1S/C5H7O2/c1-5-2-4(5)3-6-7-5/h4H,1-3H2",[CH2]C12C(COO2)C1
S(711)r0,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3-6-7-4/h5H,1-3H2/t5-/m0/s1",S(711),"InChI=1S/C5H7O2/c1-4-3-6-7-5(4)2/h4H,1-3H2",[CH2]C1COOC1=C
S(711)r1,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3-6-7-4/h5H,1-3H2/t5-/m1/s1",S(711),"InChI=1S/C5H7O2/c1-4-3-6-7-5(4)2/h4H,1-3H2",[CH2]C1COOC1=C
C5H8O(91),1,0,"AMChI=1/C5H8O/c1-2-3-4-5-6/h1,6H,3-5H2",C5H8O(91),"InChI=1S/C5H8O/c1-2-3-4-5-6/h1,6H,3-5H2",OCCCC#C
S(706),2,0,"AMChI=1/C5H7O2/c1-4(7)2-5(1)3-6-7-4/h5H,1-3H2",S(706),"InChI=1S/C5H7O2/c1-4-2-5(1)7-6-3-4/h4H,1-3H2",O1O[C]2CC(C2)C1
S(716)r0,2,0,"AMChI=1/C5H7O2/c1-2-5-3-6-7-4(1)5/h5H,1-3H2/t5-/m0/s1",S(716),"InChI=1S/C5H7O2/c1-2-5-4(1)3-6-7-5/h4H,1-3H2",O1O[C]2C(CC2)C1
S(716)r1,2,0,"AMChI=1/C5H7O2/c1-2-5-3-6-7-4(1)5/h5H,1-3H2/t5-/m1/s1",S(716),"InChI=1S/C5H7O2/c1-2-5-4(1)3-6-7-5/h4H,1-3H2",O1O[C]2C(CC2)C1
S(737)r0,2,0,"AMChI=1/C5H7O2/c6-3-5-2-1-4(5)7/h5H,1-3H2/t5-/m0/s1",S(737),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4H,1-3H2",[O]CC1CCC1=O
S(737)r1,2,0,"AMChI=1/C5H7O2/c6-3-5-2-1-4(5)7/h5H,1-3H2/t5-/m1/s1",S(737),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4H,1-3H2",[O]CC1CCC1=O
C4H5O(749),2,0,"AMChI=1/C4H5O/c5-4-1-2-3-4/h1H,2-3H2",C4H5O(749),"InChI=1S/C4H5O/c5-4-2-1-3-4/h2H,1,3H2",[O]C1=CCC1
CH2O(748),1,0,AMChI=1/CH2O/c1-2/h1H2,CH2O(748),InChI=1S/CH2O/c1-2/h1H2,O=C
C5H6(36),1,0,"AMChI=1/C5H6/c1-3-5-4-2/h1,4H,2,5H2",C5H6(36),"InChI=1S/C5H6/c1-3-5-4-2/h1,4H,2,5H2",C=CCC#C
S(766),1,0,"AMChI=1/C4H6O2/c5-6-4-1-2-3-4/h1,5H,2-3H2",S(766),"InChI=1S/C4H6O2/c5-6-4-2-1-3-4/h2,5H,1,3H2",OOC1=CCC1
S(765)r0,1,0,"AMChI=1/C4H6O2/c5-3-1-2-4(3)6/h4,6H,1-2H2/t4-/m0/s1",S(765),"InChI=1S/C4H6O2/c5-3-1-2-4(3)6/h3,5H,1-2H2",OC1CCC1=O
S(765)r1,1,0,"AMChI=1/C4H6O2/c5-3-1-2-4(3)6/h4,6H,1-2H2/t4-/m1/s1",S(765),"InChI=1S/C4H6O2/c5-3-1-2-4(3)6/h3,5H,1-2H2",OC1CCC1=O
S(361),2,0,"AMChI=1/C5H7O2/c6-5-1-2-3-4-7-5/h1H,2-4H2",S(361),"InChI=1S/C5H7O2/c6-5-3-1-2-4-7-5/h3H,1-2,4H2",[O]C=1OCCCC=1
S(357),2,0,"AMChI=1/C5H7O2/c1-3-7-5(6)4-2/h3H,1-2,4H2",S(357),"InChI=1S/C5H7O2/c1-3-5(6)7-4-2/h4H,1-3H2",O=C(C[CH2])OC=C
S(816)r0,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4(6)7-5/h5H,1-3H2/t5-/m0/s1",S(816),"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h4H,1-3H2",O=C1CCC(O1)[CH2]
S(816)r1,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4(6)7-5/h5H,1-3H2/t5-/m1/s1",S(816),"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h4H,1-3H2",O=C1CCC(O1)[CH2]
C5H7O(96),2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1H,2-4H2",C5H7O(96),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1H,2-4H2",O=C1C[CH]CC1
C5H7O(833),2,0,"AMChI=1/C5H7O/c1-3-5-4-2-6/h3H,1,4-5H2",C5H7O(833),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2H,1,3-4H2",O=[C]CCC=C
C2H5O(259),2,0,"AMChI=1/C2H5O/c1-2-3/h3H,1-2H2",C2H5O(259),"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2",OC[CH2]
C2H5(112),2,0,"AMChI=1/C2H5/c1-2/h1H2,2H3",C2H5(112),"InChI=1S/C2H5/c1-2/h1H2,2H3",C[CH2]
CCO(839),1,0,"AMChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO(839),"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",OCC
CC(864),1,0,AMChI=1/C2H6/c1-2/h1-2H3,CC(864),InChI=1S/C2H6/c1-2/h1-2H3,CC
S(183)z,2,0,"AMChI=1/C5H7O2/c6-1-4-5-2-3-7/h2-3,7H,4-5H2/b3-2-",S(183),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4,6H,1,3H2",OC=CCC[C]=O
S(183)e,2,0,"AMChI=1/C5H7O2/c6-1-4-5-2-3-7/h2-3,7H,4-5H2/b3-2+",S(183),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4,6H,1,3H2",OC=CCC[C]=O
S(750)r0,2,0,"AMChI=1/C5H7O2/c6-4-2-3-5(4)1-7/h1,5,7H,2-3H2/t5-/m0/s1",S(750),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h3-4,6H,1-2H2",O[CH]C1CCC1=O
S(750)r1,2,0,"AMChI=1/C5H7O2/c6-4-2-3-5(4)1-7/h1,5,7H,2-3H2/t5-/m1/s1",S(750),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h3-4,6H,1-2H2",O[CH]C1CCC1=O
S(682)z,2,0,"AMChI=1/C5H7O2/c1-4-2-5-3-6-7-5/h2-3H,4H2,1H3/b5-2-",S(682),"InChI=1S/C5H7O2/c1-2-3-5-4-6-7-5/h3-4H,2H2,1H3",CC[CH]C1=COO1
S(682)e,2,0,"AMChI=1/C5H7O2/c1-4-2-5-3-6-7-5/h2-3H,4H2,1H3/b5-2+",S(682),"InChI=1S/C5H7O2/c1-2-3-5-4-6-7-5/h3-4H,2H2,1H3",CC[CH]C1=COO1
S(400)z,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3-6/h2-3H,4H2,1H3/b5-2-",S(400),"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h3-4H,2H2,1H3",O=C(C=O)[CH]CC
S(400)e,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3-6/h2-3H,4H2,1H3/b5-2+",S(400),"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h3-4H,2H2,1H3",O=C(C=O)[CH]CC
S(442),2,0,"AMChI=1/C5H7O2/c1-3-4-5(2)7-6/h3H,1-2,4H2",S(442),"InChI=1S/C5H7O2/c1-3-4-5(2)7-6/h3H,1-2,4H2",[O]OC(CC=C)=C
S(922),2,0,"AMChI=1/C5H7O2/c1-3-4-5(2)6-7-5/h3H,1-2,4H2",S(922),"InChI=1S/C5H7O2/c1-3-4-5(2)6-7-5/h3H,1-2,4H2",[CH2]C1(CC=C)OO1
S(829)r0,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4(6)7-5/h2,5H,3H2,1H3/t5-/m0/s1",S(829),"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h3-4H,2H2,1H3",[O]C=1OC(CC=1)C
S(829)r1,2,0,"AMChI=1/C5H7O2/c1-5-3-2-4(6)7-5/h2,5H,3H2,1H3/t5-/m1/s1",S(829),"InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h3-4H,2H2,1H3",[O]C=1OC(CC=1)C
S(105)r0,2,0,"AMChI=1/C5H7O2/c6-4-1-5(7)3-2-4/h1,5,7H,2-3H2/t5-/m0/s1",S(105),"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h3-4,6H,1-2H2",OC1CCC(=C1)[O]
S(105)r1,2,0,"AMChI=1/C5H7O2/c6-4-1-5(7)3-2-4/h1,5,7H,2-3H2/t5-/m1/s1",S(105),"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h3-4,6H,1-2H2",OC1CCC(=C1)[O]
S(944)r0,2,0,"AMChI=1/C5H7O2/c6-4-1-3-5(7)2-4/h1-2,5-7H,3H2/t5-/m0/s1",S(944),"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h1,3,5-7H,2H2",OC1CC=C(O)[CH]1
S(944)r1,2,0,"AMChI=1/C5H7O2/c6-4-1-3-5(7)2-4/h1-2,5-7H,3H2/t5-/m1/s1",S(944),"InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h1,3,5-7H,2H2",OC1CC=C(O)[CH]1
S(954)r0,1,0,"AMChI=1/C5H8O2/c6-4-1-5(7)3-2-4/h1,5-7H,2-3H2/t5-/m0/s1",S(954),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h3-4,6-7H,1-2H2",OC1CCC(O)=C1
S(954)r1,1,0,"AMChI=1/C5H8O2/c6-4-1-5(7)3-2-4/h1,5-7H,2-3H2/t5-/m1/s1",S(954),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h3-4,6-7H,1-2H2",OC1CCC(O)=C1
S(287),2,0,"AMChI=1/C3H3O2/c1-3-2-4-5-3/h2H,1H2",S(287),"InChI=1S/C3H3O2/c1-3-2-4-5-3/h2H,1H2",[CH2]C1=COO1
S(398),2,0,"AMChI=1/C3H3O2/c1-3(5)2-4/h2H,1H2",S(398),"InChI=1S/C3H3O2/c1-3(5)2-4/h2H,1H2",[O]C(=C)C=O
S(477),1,0,"AMChI=1/C3H4O2/c1-3(5)2-4/h2,5H,1H2",S(477),"InChI=1S/C3H4O2/c1-3(5)2-4/h2,5H,1H2",OC(=C)C=O
S(978),1,0,"AMChI=1/C3H4O2/c1-3(5)2-4/h2H,1H3",S(978),"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",O=C(C)C=O
S(976)r0,2,0,"AMChI=1/C3H3O2/c1-2-3(4)5-2/h3H,1H2/t3-/m0/s1",S(976),"InChI=1S/C3H3O2/c1-2-3(4)5-2/h3H,1H2",[O]C1C(O1)=C
S(976)r1,2,0,"AMChI=1/C3H3O2/c1-2-3(4)5-2/h3H,1H2/t3-/m1/s1",S(976),"InChI=1S/C3H3O2/c1-2-3(4)5-2/h3H,1H2",[O]C1C(O1)=C
S(972)z,2,0,"AMChI=1/C3H3O2/c4-1-3-2-5-3/h1H,2H2/b3-1-",S(972),"InChI=1S/C3H3O2/c4-1-3-2-5-3/h1H,2H2",[O]C=C1CO1
S(972)e,2,0,"AMChI=1/C3H3O2/c4-1-3-2-5-3/h1H,2H2/b3-1+",S(972),"InChI=1S/C3H3O2/c4-1-3-2-5-3/h1H,2H2",[O]C=C1CO1
C2H2O(339),1,0,AMChI=1/C2H2O/c1-2-3/h1H2,C2H2O(339),InChI=1S/C2H2O/c1-2-3/h1H2,O=C=C
CHO(446),2,0,AMChI=1/CHO/c1-2/h1H,CHO(446),InChI=1S/CHO/c1-2/h1H,O=[CH]
S(1045),1,0,"AMChI=1/C4H4O/c1-2-3-4-5/h3-4H,1H2",S(1045),"InChI=1S/C4H4O/c1-2-3-4-5/h3-4H,1H2",O=CC=C=C
S(1044),1,0,"AMChI=1/C4H4O/c1-2-4-3-5/h1,3H,4H2",S(1044),"InChI=1S/C4H4O/c1-2-3-4-5/h1,4H,3H2",O=CCC#C
S(1043),1,0,"AMChI=1/CH2O2/c2-1-3/h1,3H",S(1043),"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",OC=O
S(835)r0,1,0,"AMChI=1/C5H8O2/c6-4-1-2-5(7)3-4/h5,7H,1-3H2/t5-/m0/s1",S(835),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h4,6H,1-3H2",OC1CCC(=O)C1
S(835)r1,1,0,"AMChI=1/C5H8O2/c6-4-1-2-5(7)3-4/h5,7H,1-3H2/t5-/m1/s1",S(835),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h4,6H,1-3H2",OC1CCC(=O)C1
S(358),1,0,"AMChI=1/C5H6O2/c6-5-4-3-1-2-7-5/h1-2H,3-4H2",S(358),"InChI=1S/C5H6O2/c6-5-3-1-2-4-7-5/h2,4H,1,3H2",O=C1CCC=CO1
C5H7O(97)r0,2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m0/s1",C5H7O(97),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2",OC1CC=C[CH]1
C5H7O(97)r1,2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m1/s1",C5H7O(97),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2",OC1CC=C[CH]1
S(1106)rr0,1,0,"AMChI=1/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2/t4-,5-/m0/s1",S(1106),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2",OC1CC(O)C=C1
S(1106)rs,1,0,"AMChI=1/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2/t4-,5+",S(1106),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2",OC1CC(O)C=C1
S(1106)rr1,1,0,"AMChI=1/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2/t4-,5-/m1/s1",S(1106),"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2",OC1CC(O)C=C1
S(1105)rr0,1,0,"AMChI=1/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2/t4-,5-/m0/s1",S(1105),"InChI=1S/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2",OC1C(C=CC1)O
S(1105)rs0,1,0,"AMChI=1/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2/t4-,5+/m0/s1",S(1105),"InChI=1S/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2",OC1C(C=CC1)O
S(1105)rs1,1,0,"AMChI=1/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2/t4-,5+/m1/s1",S(1105),"InChI=1S/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2",OC1C(C=CC1)O
S(1105)rr1,1,0,"AMChI=1/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2/t4-,5-/m1/s1",S(1105),"InChI=1S/C5H8O2/c6-4-2-1-3-5(4)7/h1-2,4-7H,3H2",OC1C(C=CC1)O
S(182)r0,2,0,"AMChI=1/C5H7O2/c1-3-5(7)4(2)6/h3,5,7H,1-2H2/t5-/m0/s1",S(182),"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3,5,7H,1-2H2",OC(C(=O)[CH2])C=C
S(182)r1,2,0,"AMChI=1/C5H7O2/c1-3-5(7)4(2)6/h3,5,7H,1-2H2/t5-/m1/s1",S(182),"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3,5,7H,1-2H2",OC(C(=O)[CH2])C=C
S(1124)rr0,2,0,"AMChI=1/C5H7O2/c1-4-2-3(6)5(4)7/h4-5,7H,1-2H2/t4-,5-/m0/s1",S(1124),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3,5,7H,1-2H2",OC1C([CH2])CC1=O
S(1124)rs0,2,0,"AMChI=1/C5H7O2/c1-4-2-3(6)5(4)7/h4-5,7H,1-2H2/t4-,5+/m0/s1",S(1124),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3,5,7H,1-2H2",OC1C([CH2])CC1=O
S(1124)rs1,2,0,"AMChI=1/C5H7O2/c1-4-2-3(6)5(4)7/h4-5,7H,1-2H2/t4-,5+/m1/s1",S(1124),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3,5,7H,1-2H2",OC1C([CH2])CC1=O
S(1124)rr1,2,0,"AMChI=1/C5H7O2/c1-4-2-3(6)5(4)7/h4-5,7H,1-2H2/t4-,5-/m1/s1",S(1124),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3,5,7H,1-2H2",OC1C([CH2])CC1=O
C3H5O(340),2,0,"AMChI=1/C3H5O/c1-3-2-4/h2H,1,3H2",C3H5O(340),"InChI=1S/C3H5O/c1-2-3-4/h3H,1-2H2",O=CC[CH2]
C5H9O(165)r0,2,0,"AMChI=1/C5H9O/c6-5-3-1-2-4-5/h1,5-6H,2-4H2/t5-/m0/s1",C5H9O(165),"InChI=1S/C5H9O/c6-5-3-1-2-4-5/h1,5-6H,2-4H2",OC1CC[CH]C1
C5H9O(165)r1,2,0,"AMChI=1/C5H9O/c6-5-3-1-2-4-5/h1,5-6H,2-4H2/t5-/m1/s1",C5H9O(165),"InChI=1S/C5H9O/c6-5-3-1-2-4-5/h1,5-6H,2-4H2",OC1CC[CH]C1
S(1152)rr0,1,0,"AMChI=1/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2/t4-,5-/m0/s1",S(1152),"InChI=1S/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2",OC1CCC(C1)O
S(1152)rs,1,0,"AMChI=1/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2/t4-,5+",S(1152),"InChI=1S/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2",OC1CCC(C1)O
S(1152)rr1,1,0,"AMChI=1/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2/t4-,5-/m1/s1",S(1152),"InChI=1S/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2",OC1CCC(C1)O
C5H9O(166),2,0,"AMChI=1/C5H9O/c6-5-3-1-2-4-5/h5H,1-4H2",C5H9O(166),"InChI=1S/C5H9O/c6-5-3-1-2-4-5/h5H,1-4H2",[O]C1CCCC1
S(825),2,0,"AMChI=1/C5H7O2/c1-2-3-4-5(6)7/h2H,1,3-4H2",S(825),"InChI=1S/C5H7O2/c1-2-3-4-5(6)7/h2H,1,3-4H2",O=C(CCC=C)[O]
C4H7(1156),2,0,"AMChI=1/C4H7/c1-3-4-2/h3H,1-2,4H2",C4H7(1156),"InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2",[CH2]CC=C
CO2(1155),1,0,AMChI=1/CO2/c2-1-3,CO2(1155),InChI=1S/CO2/c2-1-3,O=C=O
C4H7(1162),2,0,"AMChI=1/C4H7/c1-4-2-3-4/h4H,1-3H2",C4H7(1162),"InChI=1S/C4H7/c1-4-2-3-4/h4H,1-3H2",[CH2]C1CC1
S(244),2,0,"AMChI=1/C5H9O2/c6-5(7)1-2-3-4-5/h1,6-7H,2-4H2",S(244),"InChI=1S/C5H9O2/c6-5(7)3-1-2-4-5/h3,6-7H,1-2,4H2",OC1(CCC[CH]1)O
S(104)r0,2,0,"AMChI=1/C5H7O2/c6-5(7)2-1-3-4-5/h1-2,7H,3-4H2/t5-/m0/s1",S(104),"InChI=1S/C5H7O2/c6-5(7)3-1-2-4-5/h1,3,6H,2,4H2",OC1(CCC=C1)[O]
S(104)r1,2,0,"AMChI=1/C5H7O2/c6-5(7)2-1-3-4-5/h1-2,7H,3-4H2/t5-/m1/s1",S(104),"InChI=1S/C5H7O2/c6-5(7)3-1-2-4-5/h1,3,6H,2,4H2",OC1(CCC=C1)[O]
C5H7O(836)r0,2,0,"AMChI=1/C5H7O/c1-5-3-2-4(5)6/h5H,1-3H2/t5-/m0/s1",C5H7O(836),"InChI=1S/C5H7O/c1-4-2-3-5(4)6/h4H,1-3H2",O=C1CCC1[CH2]
C5H7O(836)r1,2,0,"AMChI=1/C5H7O/c1-5-3-2-4(5)6/h5H,1-3H2/t5-/m1/s1",C5H7O(836),"InChI=1S/C5H7O/c1-4-2-3-5(4)6/h4H,1-3H2",O=C1CCC1[CH2]
C5H7O(98)r0,2,0,"AMChI=1/C5H7O/c6-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m0/s1",C5H7O(98),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3-6H,2H2",OC1C=CC[CH]1
C5H7O(98)r1,2,0,"AMChI=1/C5H7O/c6-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m1/s1",C5H7O(98),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3-6H,2H2",OC1C=CC[CH]1
C3H5(70),2,0,"AMChI=1/C3H5/c1-3-2/h3H,1-2H2",C3H5(70),"InChI=1S/C3H5/c1-3-2/h3H,1-2H2",[CH2]C=C
S(1138),2,0,"AMChI=1/C3H5O/c4-3-1-2-3/h3H,1-2H2",S(1138),"InChI=1S/C3H5O/c4-3-1-2-3/h3H,1-2H2",[O]C1CC1
S(899)z,2,0,"AMChI=1/C5H7O2/c1-4-5(6)2-3-7/h2-3,7H,1,4H2/b3-2-",S(899),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4,6H,1-2H2",OC=CC(C[CH2])=O
S(899)e,2,0,"AMChI=1/C5H7O2/c1-4-5(6)2-3-7/h2-3,7H,1,4H2/b3-2+",S(899),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4,6H,1-2H2",OC=CC(C[CH2])=O
S(1263)z,2,0,"AMChI=1/C5H7O2/c1-4-5(6)3-2-7/h3,7H,4H2,1H3/b3-2-",S(1263),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3,6H,2H2,1H3",O[C]=CC(=O)CC
S(1263)e,2,0,"AMChI=1/C5H7O2/c1-4-5(6)3-2-7/h3,7H,4H2,1H3/b3-2+",S(1263),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3,6H,2H2,1H3",O[C]=CC(=O)CC
C5H8(67)z,1,0,"AMChI=1/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3/b5-4-",C5H8(67),"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",CC=CC=C
