name,mult,charge,chi,orig_name,orig_chi,orig_smi
C5H8(67)e,1,0,"AMChI=1/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3/b5-4+",C5H8(67),"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",CC=CC=C
S(1261)zz,2,0,"AMChI=1/C5H7O2/c1-2-5(6)3-4-7/h2-4,7H,1H3/b4-3-,5-2-",S(1261),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,6H,1H3",OC=CC(=CC)[O]
S(1261)ez,2,0,"AMChI=1/C5H7O2/c1-2-5(6)3-4-7/h2-4,7H,1H3/b4-3+,5-2-",S(1261),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,6H,1H3",OC=CC(=CC)[O]
S(1261)ze,2,0,"AMChI=1/C5H7O2/c1-2-5(6)3-4-7/h2-4,7H,1H3/b4-3-,5-2+",S(1261),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,6H,1H3",OC=CC(=CC)[O]
S(1261)ee,2,0,"AMChI=1/C5H7O2/c1-2-5(6)3-4-7/h2-4,7H,1H3/b4-3+,5-2+",S(1261),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h2-4,6H,1H3",OC=CC(=CC)[O]
S(1264)zz,2,0,"AMChI=1/C5H7O2/c1-4-5(7)2-3-6/h2-3H,4H2,1H3/b3-2-,5-2-",S(1264),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4H,2H2,1H3",O=C(C=C[O])CC
S(1264)ze,2,0,"AMChI=1/C5H7O2/c1-4-5(7)2-3-6/h2-3H,4H2,1H3/b3-2-,5-2+",S(1264),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4H,2H2,1H3",O=C(C=C[O])CC
S(1264)ez,2,0,"AMChI=1/C5H7O2/c1-4-5(7)2-3-6/h2-3H,4H2,1H3/b3-2+,5-2-",S(1264),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4H,2H2,1H3",O=C(C=C[O])CC
S(1264)ee,2,0,"AMChI=1/C5H7O2/c1-4-5(7)2-3-6/h2-3H,4H2,1H3/b3-2+,5-2+",S(1264),"InChI=1S/C5H7O2/c1-2-5(7)3-4-6/h3-4H,2H2,1H3",O=C(C=C[O])CC
C3H5O(193)z,2,0,"AMChI=1/C3H5O/c1-2-3-4/h2-4H,1H2/b3-2-",C3H5O(193),"InChI=1S/C3H5O/c1-2-3-4/h2-4H,1H2",O[CH]C=C
C3H5O(193)e,2,0,"AMChI=1/C3H5O/c1-2-3-4/h2-4H,1H2/b3-2+",C3H5O(193),"InChI=1S/C3H5O/c1-2-3-4/h2-4H,1H2",O[CH]C=C
S(1313)z,1,0,"AMChI=1/C3H6O2/c4-2-1-3-5/h1-2,4-5H,3H2/b2-1-",S(1313),"InChI=1S/C3H6O2/c4-2-1-3-5/h1-2,4-5H,3H2",OCC=CO
S(1313)e,1,0,"AMChI=1/C3H6O2/c4-2-1-3-5/h1-2,4-5H,3H2/b2-1+",S(1313),"InChI=1S/C3H6O2/c4-2-1-3-5/h1-2,4-5H,3H2",OCC=CO
S(1312),1,0,"AMChI=1/C3H6O2/c1-2-3(4)5/h2-5H,1H2",S(1312),"InChI=1S/C3H6O2/c1-2-3(4)5/h2-5H,1H2",OC(C=C)O
C#C(69),1,0,AMChI=1/C2H2/c1-2/h1-2H,C#C(69),InChI=1S/C2H2/c1-2/h1-2H,C#C
S(1218),1,0,"AMChI=1/C3H6O/c1-2-3-4/h2,4H,1,3H2",S(1218),"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",OCC=C
C3H6(1217),1,0,"AMChI=1/C3H6/c1-3-2/h3H,1H2,2H3",C3H6(1217),"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",CC=C
S(281),2,0,"AMChI=1/C3H5O2/c1-2-3-5-4/h2H,1,3H2",S(281),"InChI=1S/C3H5O2/c1-2-3-5-4/h2H,1,3H2",[O]OCC=C
S(343),1,0,"AMChI=1/C5H8O2/c6-1-3-5-4-2-7/h1-2H,3-5H2",S(343),"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2",O=CCCCC=O
C5H7O(210)zr0,2,0,"AMChI=1/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2/b3-1-/t5-/m0/s1",C5H7O(210),"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2",OC(C=C)C=[CH]
C5H7O(210)er0,2,0,"AMChI=1/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2/b3-1+/t5-/m0/s1",C5H7O(210),"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2",OC(C=C)C=[CH]
C5H7O(210)zr1,2,0,"AMChI=1/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2/b3-1-/t5-/m1/s1",C5H7O(210),"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2",OC(C=C)C=[CH]
C5H7O(210)er1,2,0,"AMChI=1/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2/b3-1+/t5-/m1/s1",C5H7O(210),"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2",OC(C=C)C=[CH]
S(288),2,0,"AMChI=1/C3H3O2/c1-2-4-5-3-1/h2H,3H2",S(288),"InChI=1S/C3H3O2/c1-2-4-5-3-1/h2H,3H2",O1OC=[C]C1
S(820),2,0,"AMChI=1/C5H7O2/c1-3-7-5(6)4-2/h1,4H2,2H3",S(820),"InChI=1S/C5H7O2/c1-3-5(6)7-4-2/h2-3H2,1H3",O=C(O[C]=C)CC
S(819)z,2,0,"AMChI=1/C5H7O2/c1-3-7-5(6)4-2/h3-4H,1H2,2H3/b5-4-",S(819),"InChI=1S/C5H7O2/c1-3-5(6)7-4-2/h3-4H,2H2,1H3",[O]C(=CC)OC=C
S(819)e,2,0,"AMChI=1/C5H7O2/c1-3-7-5(6)4-2/h3-4H,1H2,2H3/b5-4+",S(819),"InChI=1S/C5H7O2/c1-3-5(6)7-4-2/h3-4H,2H2,1H3",[O]C(=CC)OC=C
S(1418)rr0,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3(6)7-4/h4-5H,1H2,2H3/t4-,5-/m0/s1",S(1418),"InChI=1S/C5H7O2/c1-3-4(2)7-5(3)6/h3-4H,2H2,1H3",O=C1C(C(O1)[CH2])C
S(1418)rs1,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3(6)7-4/h4-5H,1H2,2H3/t4-,5+/m1/s1",S(1418),"InChI=1S/C5H7O2/c1-3-4(2)7-5(3)6/h3-4H,2H2,1H3",O=C1C(C(O1)[CH2])C
S(1418)rs0,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3(6)7-4/h4-5H,1H2,2H3/t4-,5+/m0/s1",S(1418),"InChI=1S/C5H7O2/c1-3-4(2)7-5(3)6/h3-4H,2H2,1H3",O=C1C(C(O1)[CH2])C
S(1418)rr1,2,0,"AMChI=1/C5H7O2/c1-4-5(2)3(6)7-4/h4-5H,1H2,2H3/t4-,5-/m1/s1",S(1418),"InChI=1S/C5H7O2/c1-3-4(2)7-5(3)6/h3-4H,2H2,1H3",O=C1C(C(O1)[CH2])C
S(1288),1,0,"AMChI=1/C3H4O/c1-3-2-4/h3H,1H3",S(1288),"InChI=1S/C3H4O/c1-2-3-4/h2H,1H3",O=C=CC
S(260),2,0,"AMChI=1/C2H5O2/c1-2-4-3/h2H2,1H3",S(260),"InChI=1S/C2H5O2/c1-2-4-3/h2H2,1H3",[O]OCC
C5H7O(94)r0,2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m0/s1",C5H7O(94),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,5H,2,4H2",[O]C1C=CCC1
C5H7O(94)r1,2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m1/s1",C5H7O(94),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,5H,2,4H2",[O]C1C=CCC1
C5H6O(958),1,0,"AMChI=1/C5H6O/c6-5-2-1-4-3-5/h1-3,6H,4H2",C5H6O(958),"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3-4,6H,2H2",OC1=CCC=C1
S(1463)z,2,0,"AMChI=1/C5H7O/c1-5-3-2-4-6/h2-4H,1,5H2/b3-2-",S(1463),"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-5H,1-2H2",O=CC=CC[CH2]
S(1463)e,2,0,"AMChI=1/C5H7O/c1-5-3-2-4-6/h2-4H,1,5H2/b3-2+",S(1463),"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-5H,1-2H2",O=CC=CC[CH2]
S(1470)z,2,0,"AMChI=1/C5H7O/c6-2-1-5-3-4-5/h1-2,5H,3-4H2/b2-1-",S(1470),"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h3-5H,1-2H2",O=C[CH]C1CC1
S(1470)e,2,0,"AMChI=1/C5H7O/c6-2-1-5-3-4-5/h1-2,5H,3-4H2/b2-1+",S(1470),"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h3-5H,1-2H2",O=C[CH]C1CC1
C3H3O(471),2,0,"AMChI=1/C3H3O/c1-3-2-4-3/h2H,1H2",C3H3O(471),"InChI=1S/C3H3O/c1-3-2-4-3/h2H,1H2",C=C1[CH]O1
S(277)z,2,0,"AMChI=1/C3H5O2/c4-2-1-3-5/h2,4-5H,3H2/b2-1-",S(277),"InChI=1S/C3H5O2/c4-2-1-3-5/h2,4-5H,3H2",OC[C]=CO
S(277)e,2,0,"AMChI=1/C3H5O2/c4-2-1-3-5/h2,4-5H,3H2/b2-1+",S(277),"InChI=1S/C3H5O2/c4-2-1-3-5/h2,4-5H,3H2",OC[C]=CO
C5H7O(376),2,0,"AMChI=1/C5H7O/c1-3-5(6)4-2/h3H,1-2,4H2",C5H7O(376),"InChI=1S/C5H7O/c1-3-5(6)4-2/h3H,1-2,4H2",O=C(C=C)C[CH2]
S(421)rr0,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3(4)6/h4-5,7H,1-2H2/t4-,5-/m0/s1",S(421),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3-4,6H,1-2H2",OC1CC([CH2])C1=O
S(421)rs0,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3(4)6/h4-5,7H,1-2H2/t4-,5+/m0/s1",S(421),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3-4,6H,1-2H2",OC1CC([CH2])C1=O
S(421)rs1,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3(4)6/h4-5,7H,1-2H2/t4-,5+/m1/s1",S(421),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3-4,6H,1-2H2",OC1CC([CH2])C1=O
S(421)rr1,2,0,"AMChI=1/C5H7O2/c1-4-2-5(7)3(4)6/h4-5,7H,1-2H2/t4-,5-/m1/s1",S(421),"InChI=1S/C5H7O2/c1-3-2-4(6)5(3)7/h3-4,6H,1-2H2",OC1CC([CH2])C1=O
S(315)z,2,0,"AMChI=1/C5H7O2/c1-2-4-5(6)3-7/h2-3,7H,1,4H2/b5-3-",S(315),"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h2,4,6H,1,3H2",O[CH]C(CC=C)=O
S(315)e,2,0,"AMChI=1/C5H7O2/c1-2-4-5(6)3-7/h2-3,7H,1,4H2/b5-3+",S(315),"InChI=1S/C5H7O2/c1-2-3-5(7)4-6/h2,4,6H,1,3H2",O[CH]C(CC=C)=O
S(1557),1,0,"AMChI=1/C5H8O2/c1-2-3-5(6)4-7/h2,7H,1,3-4H2",S(1557),"InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h2,6H,1,3-4H2",OCC(=O)CC=C
S(185),1,0,"AMChI=1/C5H6O2/c6-5-3-2-1-4(5)7/h1,7H,2-3H2",S(185),"InChI=1S/C5H6O2/c6-4-2-1-3-5(4)7/h2,6H,1,3H2",OC=1C(=O)CCC=1
C4H6O(491)z,1,0,"AMChI=1/C4H6O/c1-2-3-4-5/h2-5H,1H2/b4-3-",C4H6O(491),"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2",OC=CC=C
C4H6O(491)e,1,0,"AMChI=1/C4H6O/c1-2-3-4-5/h2-5H,1H2/b4-3+",C4H6O(491),"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2",OC=CC=C
S(335)r0,2,0,"AMChI=1/C5H7O2/c1-3-4(6)5(2)7/h3,5,7H,1-2H2/t5-/m0/s1",S(335),"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3-4,6H,1-2H2",OC(C(C=C)=O)[CH2]
S(335)r1,2,0,"AMChI=1/C5H7O2/c1-3-4(6)5(2)7/h3,5,7H,1-2H2/t5-/m1/s1",S(335),"InChI=1S/C5H7O2/c1-3-5(7)4(2)6/h3-4,6H,1-2H2",OC(C(C=C)=O)[CH2]
C3H5O(275)z,2,0,"AMChI=1/C3H5O/c1-2-3-4/h3-4H,1H3/b3-2-",C3H5O(275),"InChI=1S/C3H5O/c1-2-3-4/h3-4H,1H3",OC=[C]C
C3H5O(275)e,2,0,"AMChI=1/C3H5O/c1-2-3-4/h3-4H,1H3/b3-2+",C3H5O(275),"InChI=1S/C3H5O/c1-2-3-4/h3-4H,1H3",OC=[C]C
S(1311)z,1,0,"AMChI=1/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2-",S(1311),"InChI=1S/C3H6O/c1-2-3-4/h2-4H,1H3",OC=CC
S(1311)e,1,0,"AMChI=1/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2+",S(1311),"InChI=1S/C3H6O/c1-2-3-4/h2-4H,1H3",OC=CC
C4H7(1166)z,2,0,"AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1-",C4H7(1166),"InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",CCC=[CH]
C4H7(1166)e,2,0,"AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1+",C4H7(1166),"InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",CCC=[CH]
S(351)z,2,0,"AMChI=1/C5H7O2/c6-3-5-4-2-1-7/h2-3,7H,4-5H2/b2-1-",S(351),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,5-6H,1,3H2",O[C]=CCCC=O
S(351)e,2,0,"AMChI=1/C5H7O2/c6-3-5-4-2-1-7/h2-3,7H,4-5H2/b2-1+",S(351),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,5-6H,1,3H2",O[C]=CCCC=O
C3H5O(274),2,0,"AMChI=1/C3H5O/c1-2-3-4/h4H,1,3H2",C3H5O(274),"InChI=1S/C3H5O/c1-2-3-4/h4H,1,3H2",OC[C]=C
S(696)r0,2,0,"AMChI=1/C5H7O2/c1-3-4-5(2)7-6/h4-5H,1H2,2H3/t5-/m0/s1",S(696),"InChI=1S/C5H7O2/c1-3-4-5(2)7-6/h4-5H,1H2,2H3",[O]OC(C)C=C=C
S(696)r1,2,0,"AMChI=1/C5H7O2/c1-3-4-5(2)7-6/h4-5H,1H2,2H3/t5-/m1/s1",S(696),"InChI=1S/C5H7O2/c1-3-4-5(2)7-6/h4-5H,1H2,2H3",[O]OC(C)C=C=C
S(695)z,2,0,"AMChI=1/C5H7O2/c1-5(7-6)4-3-2/h3-4H,1H2,2H3/b4-3-",S(695),"InChI=1S/C5H7O2/c1-3-4-5(2)7-6/h3-4H,2H2,1H3",[O]OC(C=CC)=C
S(695)e,2,0,"AMChI=1/C5H7O2/c1-5(7-6)4-3-2/h3-4H,1H2,2H3/b4-3+",S(695),"InChI=1S/C5H7O2/c1-3-4-5(2)7-6/h3-4H,2H2,1H3",[O]OC(C=CC)=C
S(1648)z,2,0,"AMChI=1/C5H7O2/c1-5(4-3-2)6-7-5/h3-4H,1H2,2H3/b4-3-",S(1648),"InChI=1S/C5H7O2/c1-3-4-5(2)6-7-5/h3-4H,2H2,1H3",CC=CC1(OO1)[CH2]
S(1648)e,2,0,"AMChI=1/C5H7O2/c1-5(4-3-2)6-7-5/h3-4H,1H2,2H3/b4-3+",S(1648),"InChI=1S/C5H7O2/c1-3-4-5(2)6-7-5/h3-4H,2H2,1H3",CC=CC1(OO1)[CH2]
S(1643)r0,2,0,"AMChI=1/C5H7O2/c1-4-3-5(2)7-6-4/h3,5H,1H2,2H3/t5-/m0/s1",S(1643),"InChI=1S/C5H7O2/c1-4-3-5(2)7-6-4/h3,5H,1H2,2H3",CC1[CH]C(OO1)=C
S(1643)r1,2,0,"AMChI=1/C5H7O2/c1-4-3-5(2)7-6-4/h3,5H,1H2,2H3/t5-/m1/s1",S(1643),"InChI=1S/C5H7O2/c1-4-3-5(2)7-6-4/h3,5H,1H2,2H3",CC1[CH]C(OO1)=C
S(1658)rr0,2,0,"AMChI=1/C5H7O2/c1-4-5-2-3(5)6-7-4/h4-5H,2H2,1H3/t4-,5-/m0/s1",S(1658),"InChI=1S/C5H7O2/c1-3-4-2-5(4)7-6-3/h3-4H,2H2,1H3",CC1C2[C](OO1)C2
S(1658)rs0,2,0,"AMChI=1/C5H7O2/c1-4-5-2-3(5)6-7-4/h4-5H,2H2,1H3/t4-,5+/m0/s1",S(1658),"InChI=1S/C5H7O2/c1-3-4-2-5(4)7-6-3/h3-4H,2H2,1H3",CC1C2[C](OO1)C2
S(1658)rs1,2,0,"AMChI=1/C5H7O2/c1-4-5-2-3(5)6-7-4/h4-5H,2H2,1H3/t4-,5+/m1/s1",S(1658),"InChI=1S/C5H7O2/c1-3-4-2-5(4)7-6-3/h3-4H,2H2,1H3",CC1C2[C](OO1)C2
S(1658)rr1,2,0,"AMChI=1/C5H7O2/c1-4-5-2-3(5)6-7-4/h4-5H,2H2,1H3/t4-,5-/m1/s1",S(1658),"InChI=1S/C5H7O2/c1-3-4-2-5(4)7-6-3/h3-4H,2H2,1H3",CC1C2[C](OO1)C2
S(354)zz,2,0,"AMChI=1/C5H7O2/c6-3-1-5-2-4-7/h1-4,7H,5H2/b3-1-,4-2-",S(354),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2-6H,1H2",OC=CC[CH]C=O
S(354)ez,2,0,"AMChI=1/C5H7O2/c6-3-1-5-2-4-7/h1-4,7H,5H2/b3-1+,4-2-",S(354),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2-6H,1H2",OC=CC[CH]C=O
S(354)ze,2,0,"AMChI=1/C5H7O2/c6-3-1-5-2-4-7/h1-4,7H,5H2/b3-1-,4-2+",S(354),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2-6H,1H2",OC=CC[CH]C=O
S(354)ee,2,0,"AMChI=1/C5H7O2/c6-3-1-5-2-4-7/h1-4,7H,5H2/b3-1+,4-2+",S(354),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2-6H,1H2",OC=CC[CH]C=O
S(1684)rr0,2,0,"AMChI=1/C5H7O2/c6-1-4-3-5(4)2-7/h1-2,4-5,7H,3H2/t4-,5-/m0/s1",S(1684),"InChI=1S/C5H7O2/c6-2-4-1-5(4)3-7/h2-6H,1H2",O[CH]C1C(C1)C=O
S(1684)rs1,2,0,"AMChI=1/C5H7O2/c6-1-4-3-5(4)2-7/h1-2,4-5,7H,3H2/t4-,5+/m1/s1",S(1684),"InChI=1S/C5H7O2/c6-2-4-1-5(4)3-7/h2-6H,1H2",O[CH]C1C(C1)C=O
S(1684)rs0,2,0,"AMChI=1/C5H7O2/c6-1-4-3-5(4)2-7/h1-2,4-5,7H,3H2/t4-,5+/m0/s1",S(1684),"InChI=1S/C5H7O2/c6-2-4-1-5(4)3-7/h2-6H,1H2",O[CH]C1C(C1)C=O
S(1684)rr1,2,0,"AMChI=1/C5H7O2/c6-1-4-3-5(4)2-7/h1-2,4-5,7H,3H2/t4-,5-/m1/s1",S(1684),"InChI=1S/C5H7O2/c6-2-4-1-5(4)3-7/h2-6H,1H2",O[CH]C1C(C1)C=O
S(329),2,0,"AMChI=1/C5H7O2/c6-1-2-4-5-3-7/h2-3,7H,4-5H2",S(329),"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,5,7H,1,3H2",O[CH]CCC=C=O
S(1697)rr0,2,0,"AMChI=1/C5H7O2/c6-1-4-2-3-5(4)7/h4-5,7H,2-3H2/t4-,5-/m0/s1",S(1697),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4-5,7H,1-2H2",OC1C(CC1)[C]=O
S(1697)rs0,2,0,"AMChI=1/C5H7O2/c6-1-4-2-3-5(4)7/h4-5,7H,2-3H2/t4-,5+/m0/s1",S(1697),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4-5,7H,1-2H2",OC1C(CC1)[C]=O
S(1697)rs1,2,0,"AMChI=1/C5H7O2/c6-1-4-2-3-5(4)7/h4-5,7H,2-3H2/t4-,5+/m1/s1",S(1697),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4-5,7H,1-2H2",OC1C(CC1)[C]=O
S(1697)rr1,2,0,"AMChI=1/C5H7O2/c6-1-4-2-3-5(4)7/h4-5,7H,2-3H2/t4-,5-/m1/s1",S(1697),"InChI=1S/C5H7O2/c6-3-4-1-2-5(4)7/h4-5,7H,1-2H2",OC1C(CC1)[C]=O
S(1260)z,2,0,"AMChI=1/C3H3O2/c4-1-2-3-5/h2-3,5H/b3-2-",S(1260),"InChI=1S/C3H3O2/c4-2-1-3-5/h1-2,4H",OC=C[C]=O
S(1260)e,2,0,"AMChI=1/C3H3O2/c4-1-2-3-5/h2-3,5H/b3-2+",S(1260),"InChI=1S/C3H3O2/c4-2-1-3-5/h1-2,4H",OC=C[C]=O
S(1717)r0,1,0,"AMChI=1/C5H8O2/c1-4-5(7)3-2-6/h3,5,7H,4H2,1H3/t5-/m0/s1",S(1717),"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h3,5,7H,2H2,1H3",OC(CC)C=C=O
S(1717)r1,1,0,"AMChI=1/C5H8O2/c1-4-5(7)3-2-6/h3,5,7H,4H2,1H3/t5-/m1/s1",S(1717),"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h3,5,7H,2H2,1H3",OC(CC)C=C=O
S(1716),1,0,"AMChI=1/C3H4O2/c4-1-2-3-5/h2,5H,3H2",S(1716),"InChI=1S/C3H4O2/c4-2-1-3-5/h1,4H,2H2",OCC=C=O
OCCO(840),1,0,"AMChI=1/C2H6O2/c3-1-2-4/h3-4H,1-2H2",OCCO(840),"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",OCCO
S(1160)z,2,0,"AMChI=1/C5H7O2/c1-2-3-4-5(6)7/h1-2,7H,3-4H2/b2-1-",S(1160),"InChI=1S/C5H7O2/c1-2-3-4-5(6)7/h1-2H,3-4H2,(H,6,7)",OC(CCC=[CH])=O
S(1160)e,2,0,"AMChI=1/C5H7O2/c1-2-3-4-5(6)7/h1-2,7H,3-4H2/b2-1+",S(1160),"InChI=1S/C5H7O2/c1-2-3-4-5(6)7/h1-2H,3-4H2,(H,6,7)",OC(CCC=[CH])=O
C5H7O(233),2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-2,5H,3-4H2",C5H7O(233),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-2,5H,3-4H2",[O]C1CC=CC1
C5H7O(455)z,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6/h2-4H,1,5H2/b3-2-",C5H7O(455),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3,5H,1,4H2",O=CCC=C[CH2]
C5H7O(455)e,2,0,"AMChI=1/C5H7O/c1-2-3-5-4-6/h2-4H,1,5H2/b3-2+",C5H7O(455),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3,5H,1,4H2",O=CCC=C[CH2]
S(569)r0,1,0,"AMChI=1/C5H8O2/c1-2-5(7)4-3-6/h2-3,5,7H,1,4H2/t5-/m0/s1",S(569),"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2,4-5,7H,1,3H2",OC(CC=O)C=C
S(569)r1,1,0,"AMChI=1/C5H8O2/c1-2-5(7)4-3-6/h2-3,5,7H,1,4H2/t5-/m1/s1",S(569),"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2,4-5,7H,1,3H2",OC(CC=O)C=C
C5H7O(191)z,2,0,"AMChI=1/C5H7O/c1-2-5-3-4-6/h2-4H,1,5H2/b4-3-",C5H7O(191),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2,4-5H,1,3H2",O=C[CH]CC=C
C5H7O(191)e,2,0,"AMChI=1/C5H7O/c1-2-5-3-4-6/h2-4H,1,5H2/b4-3+",C5H7O(191),"InChI=1S/C5H7O/c1-2-3-4-5-6/h2,4-5H,1,3H2",O=C[CH]CC=C
C4H6(1163),1,0,"AMChI=1/C4H6/c1-3-4-2/h3-4H,1-2H2",C4H6(1163),"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",C=CC=C
C4H6O(915),1,0,"AMChI=1/C4H6O/c1-4-3-2-5/h3H,4H2,1H3",C4H6O(915),"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3",O=C=CCC
C5H7O(93),2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,6H,3-4H2",C5H7O(93),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,6H,2,4H2",O[C]1C=CCC1
S(1198),1,0,"AMChI=1/C5H8O2/c6-5(7)2-1-3-4-5/h1-2,6-7H,3-4H2",S(1198),"InChI=1S/C5H8O2/c6-5(7)3-1-2-4-5/h1,3,6-7H,2,4H2",OC1(CCC=C1)O
S(278)z,2,0,"AMChI=1/C3H5O2/c1-3(5)2-4/h2,4-5H,1H2/b3-2-",S(278),"InChI=1S/C3H5O2/c1-3(5)2-4/h2,4-5H,1H2",OC(=CO)[CH2]
S(278)e,2,0,"AMChI=1/C3H5O2/c1-3(5)2-4/h2,4-5H,1H2/b3-2+",S(278),"InChI=1S/C3H5O2/c1-3(5)2-4/h2,4-5H,1H2",OC(=CO)[CH2]
S(1629),1,0,"AMChI=1/C3H6O2/c1-3(5)2-4/h4-5H,1-2H2",S(1629),"InChI=1S/C3H6O2/c1-3(5)2-4/h4-5H,1-2H2",OCC(O)=C
S(1588)z,1,0,"AMChI=1/C3H6O2/c1-3(5)2-4/h2,4-5H,1H3/b3-2-",S(1588),"InChI=1S/C3H6O2/c1-3(5)2-4/h2,4-5H,1H3",OC(C)=CO
S(1588)e,1,0,"AMChI=1/C3H6O2/c1-3(5)2-4/h2,4-5H,1H3/b3-2+",S(1588),"InChI=1S/C3H6O2/c1-3(5)2-4/h2,4-5H,1H3",OC(C)=CO
C5H9O(162)z,2,0,"AMChI=1/C5H9O/c1-4-5-2-3-6/h2-3,6H,1,4-5H2/b3-2-",C5H9O(162),"InChI=1S/C5H9O/c1-2-3-4-5-6/h4-6H,1-3H2",OC=CCC[CH2]
C5H9O(162)e,2,0,"AMChI=1/C5H9O/c1-4-5-2-3-6/h2-3,6H,1,4-5H2/b3-2+",C5H9O(162),"InChI=1S/C5H9O/c1-2-3-4-5-6/h4-6H,1-3H2",OC=CCC[CH2]
S(1777),2,0,"AMChI=1/C5H9O/c6-1-5-3-2-4-5/h1,5-6H,2-4H2",S(1777),"InChI=1S/C5H9O/c6-4-5-2-1-3-5/h4-6H,1-3H2",O[CH]C1CCC1
