name,mult,charge,chi,smi
C5H7O(69),2,0,"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h3,5H,2H2,1H3",CCC1O[C]=C1
C5H7O(558),2,0,"InChI=1S/C5H7O/c1-3-5(2)4-6/h3-5H,1-2H2",O=CC(C=C)[CH2]
C5H7O(174),2,0,"InChI=1S/C5H7O/c6-4-5-2-1-3-5/h2,4-5H,1,3H2",O=CC1CC[CH]1
C5H7O(124),2,0,"InChI=1S/C5H7O/c1-3-5-4(2)6-5/h3-5H,1-2H2",[CH2]C1C(O1)C=C
C5H7O(112),2,0,"InChI=1S/C5H7O/c1-3-5(6)4-2/h3H,1-2,4H2",O=C(C=C)C[CH2]
C3H3O(65),2,0,InChI=1S/C3H3O/c1-2-4-3-1/h1-3H,O1C=C[CH]1
S(1463),2,0,"InChI=1S/C3H5O3/c4-2-1-3-6-5/h2H,1,3H2",O=CCCO[O]
S(256),2,0,"InChI=1S/C5H7O3/c1-2-5(8-6)3-4-7-5/h2H,1,3-4H2",[O]OC1(OCC1)C=C
S(934),1,0,"InChI=1S/C5H6O2/c6-3-1-2-4-5(3)7-4/h4-5H,1-2H2",O=C1CCC2C1O2
S(1488),2,0,"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h1,5-6H,3-4H2",OC(CCC#C)O[O]
S(1334),2,0,"InChI=1S/C5H7O3/c1-4-2-3-5(7-4)8-6/h3-4H,2H2,1H3",[O]OC1=CCC(O1)C
S(445),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h3-5H,1-2H2",O=CCCC=CO[O]
S(120),2,0,"InChI=1S/C5H7O3/c6-4-1-2-5(3-4)8-7/h3,5,7H,1-2H2",OOC1CCC([CH]1)=O
C5H7O(176),2,0,"InChI=1S/C5H7O/c1-2-5-4(1)3-6-5/h5H,1-3H2",O1C2CC[C]2C1
S(1699),2,0,"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-3H,4H2,1H3",O=C(O[O])CC=CC
S(1698),2,0,"InChI=1S/C5H7O/c1-2-4-3-5(4)6/h2,4H,3H2,1H3",O=C1C(C1)[CH]C
S(575),2,0,"InChI=1S/C5H7O3/c6-3-1-2-4-5(3)8-7-4/h3,5-6H,1-2H2",OC1CC[C]2OOC12
S(217),2,0,"InChI=1S/C5H7O3/c6-8-4-5-2-1-3-7-5/h3-4,6H,1-2H2",OOC=C1CC[CH]O1
S(525),1,0,"InChI=1S/C5H6O2/c1-3-4-2-5(6-3)7-4/h4-5H,1-2H2",C=C1OC2CC1O2
C5H8O(365),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2",O=CCCC=C
S(343),2,0,"InChI=1S/C5H7O3/c1-4-5(8-6)2-3-7-4/h3,5-6H,1-2H2",OOC1C(=C)O[CH]C1
C5H8O(380),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3",O=CC=CCC
C5H7O(401),2,0,"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h3-4,6H,1-2H2",O[CH]C=C1CC1
C5H7O(418),2,0,"InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2,4-5H,1,3H2",C=CCC1O[CH]1
C5H7O(223),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h1-2,4-6H,3H2",OC=CCC=[CH]
C5H7O(213),2,0,"InChI=1S/C5H7O/c1-3-4-5(2)6/h1,3H,4H2,2H3",O=C(C)CC=[CH]
S(479),2,0,"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2,5,7H,1,3H2",OOC(C=C)C[C]=O
C5H7O3(86),2,0,"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h1,3-6H,2H2",OOC1C2OC(C1)[CH]2
C5H7O3(90),2,0,"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h1,3-6H,2H2",OOC1C2OC1[CH]C2
S(135),2,0,"InChI=1S/C5H7O3/c1-4-2-3-5(7-4)8-6/h1,5-6H,2-3H2",OOC1CCC(O1)=[CH]
C5H7O(107),2,0,"InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h4H,1-3H2",O1C2CCC[C]12
S(724),2,0,"InChI=1S/C5H7O3/c1-2-3-4-5(6)8-7/h2-6H,1H2",OC(C=CC=C)O[O]
S(723),2,0,"InChI=1S/C5H7O3/c1-2-5(8-7)3-4-6/h2-6H,1H2",OC=CC(O[O])C=C
S(574),2,0,"InChI=1S/C5H7O3/c6-4-1-2-5(3-4)8-7/h1-2,4-5,7H,3H2",OOC1CC([O])C=C1
C5H7O(239),2,0,"InChI=1S/C5H7O/c1-3-5-4(2)6-5/h5H,1-3H2",[CH2]CC1OC1=C
S(1741),2,0,"InChI=1S/C5H7O3/c6-3-4-1-2-5(4)8-7/h3-5H,1-2H2",O=CC1CCC1O[O]
S(1702),2,0,"InChI=1S/C5H7O/c1-3-5(6)4-2/h3-5H,1-2H2",[O]C(C=C)C=C
S(1812),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h2-5,7H,1H2",OOC=CC[CH]C=O
S(392),1,0,"InChI=1S/C5H6O2/c6-4-2-1-3-5-7/h1-2,4-5H,3H2",O=CCC=CC=O
S(1809),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5-7-8-5/h3-5H,1-2H2",O=CCC[CH]C1OO1
S(356),2,0,"InChI=1S/C5H7O3/c1-2-5(8-6)3-4-7-5/h3-4H,2H2,1H3",[O]OC1(OC=C1)CC
S(355),2,0,"InChI=1S/C5H7O3/c1-2-4-3-5(7-4)8-6/h3,5H,2H2,1H3",[O]OC1OC(=C1)CC
S(1128),2,0,InChI=1S/C3H3O3/c4-2-1-3-6-5/h1-3H,O=CC=CO[O]
C3H4O(424),1,0,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",O=CC=C
C2H3(425),2,0,"InChI=1S/C2H3/c1-2/h1H,2H2",C=[CH]
S(1892),2,0,"InChI=1S/C5H7O3/c6-5(8-7)3-4-1-2-4/h3,5-6H,1-2H2",OC(O[O])C=C1CC1
S(1891),2,0,"InChI=1S/C5H7O3/c6-4-3-5(8-7)1-2-5/h3-4,6H,1-2H2",OC=CC1(O[O])CC1
S(630),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5(4)8-7/h1-2,4-5,7H,3H2",OOC1CC=CC1[O]
C5H7O(224),2,0,"InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3-6H,2H2",OC(C=C)C=[CH]
S(1149),2,0,"InChI=1S/C5H7O3/c1-4-2-5(8-6)3-7-4/h2-4,6H,1H3",OOC1=CC(O[CH]1)C
C5H7O(431),2,0,"InChI=1S/C5H7O/c1-2-4-6-5-3-1/h1-2,5H,3-4H2",O1[CH]CC=CC1
C5H8O(460),1,0,"InChI=1S/C5H8O/c1-3-5-6-4-2/h3-5H,2H2,1H3",CC=COC=C
C5H8O(459),1,0,"InChI=1S/C5H8O/c1-3-5-6-4-2/h3-4H,1-2,5H2",C=CCOC=C
C5H7O(422),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h4-6H,1,3H2",OC=CC[C]=C
C5H6O(225),1,0,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3-4,6H,2H2",OC1=CCC=C1
C5H7O(201),2,0,"InChI=1S/C5H7O/c1-4-2-5(1)6-3-4/h4H,1-3H2",O1CC2C[C]1C2
C5H7O3(81),2,0,"InChI=1S/C5H7O3/c6-8-5-2-1-4(3-5)7-5/h1,4,6H,2-3H2",OOC12OC(C1)[CH]C2
C5H8O(97),1,0,"InChI=1S/C5H8O/c1-2-5-3-4-6-5/h2,5H,1,3-4H2",C=CC1CCO1
S(1268),2,0,"InChI=1S/C5H7O/c1-4-2-3-5(4)6/h1,5-6H,2-3H2",OC1CCC1=[CH]
S(1264),2,0,"InChI=1S/C5H7O/c1-3-5(2)4-6/h4H,1-3H2",O=CC(C[CH2])=C
S(1807),2,0,"InChI=1S/C5H7O3/c6-3-1-2-5-4-7-8-5/h3-5H,1-2H2",O=CCCC1OO[CH]1
S(805),2,0,"InChI=1S/C5H7O3/c1-4-2-3-5(6)8-7-4/h3-4H,2H2,1H3",O=C1OOC(C)C[CH]1
C5H6O(361),1,0,"InChI=1S/C5H6O/c1-2-3-4-5-6/h2,4H,1,3H2",O=C=CCC=C
C5H8O(440),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-3,5H,4H2,1H3",O=CCC=CC
C5H6O(72),1,0,InChI=1S/C5H6O/c1-4-3-5(2)6-4/h1-3H2,C=C1CC(O1)=C
C5H8O(129),1,0,"InChI=1S/C5H8O/c1-2-4-5(3-1)6-4/h4-5H,1-3H2",O1C2C1CCC2
S(531),2,0,"InChI=1S/C5H7O3/c6-8-4-5-2-1-3-7-5/h4H,1-3H2",[O]OC=C1OCCC1
C5H6O(139),1,0,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",CC1=CC=CO1
S(1148),2,0,"InChI=1S/C5H7O3/c1-4-2-5(3-6-4)7-8-5/h3-4H,2H2,1H3",CC1O[CH]C2(OO2)C1
S(1846),1,0,"InChI=1S/C5H6O2/c6-3-5-2-1-4(5)7-5/h3-4H,1-2H2",O=CC12C(O1)CC2
S(470),2,0,"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h4-5,7H,1,3H2",OOC(C=O)C[C]=C
S(1460),2,0,"InChI=1S/C3H5O/c4-3-1-2-3/h3H,1-2H2",[O]C1CC1
C5H7O(404),2,0,"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h4H,1-3H2",O=CC[C]1CC1
C5H7O(435),2,0,"InChI=1S/C5H7O/c1-2-4-3-5(4)6/h2,4-5H,1,3H2",[O]C1CC1C=C
C5H7O(405),2,0,"InChI=1S/C5H7O/c6-4-3-5-1-2-5/h5H,1-3H2",O=[C]CC1CC1
C5H7O(348),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h4-5H,2H2,1H3",O=CC=[C]CC
C5H8O(428),1,0,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,4-6H,1,3H2",OC=CCC=C
C5H7O(605),2,0,"InChI=1S/C5H7O/c1-2-4-6-5-3-1/h5H,1-2,4H2",O1CCC[C]=C1
C5H7O(189),2,0,"InChI=1S/C5H7O/c1-2-6-5-3-4(1)5/h4H,1-3H2",O1CCC2[C]1C2
S(750),1,0,"InChI=1S/C5H6O2/c1-2-5-3-4(6-5)7-5/h2,4H,1,3H2",C=CC12CC(O2)O1
C5H7O(127),2,0,"InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h1,4-5H,2-3H2",O1C2C1C[CH]C2
C5H7O(397),2,0,"InChI=1S/C5H7O/c1-2-4(1)5-3-6-5/h3-5H,1-2H2",O1C(C2CC2)[CH]1
C5H6O(680),1,0,InChI=1S/C5H6O/c1-4-2-3-5(4)6/h1-3H2,O=C1C(=C)CC1
S(2028),2,0,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",[O]OC=C
S(182),2,0,"InChI=1S/C5H7O3/c1-4-2-6-7-3-5(1)8-4/h4H,1-3H2",O1C2COOC[C]1C2
S(1086),2,0,"InChI=1S/C5H7O3/c6-8-5-3-1-2-4-7-5/h1-2,4-6H,3H2",OOC1O[CH]C=CC1
S(1082),2,0,"InChI=1S/C5H7O3/c1-2-4-6-5(3-1)8-7-4/h2,4-5H,1,3H2",O1C2OOC1CC[CH]2
C5H8O(494),1,0,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3H,1,4H2,2H3",O=C(C)CC=C
S(817),1,0,"InChI=1S/C5H8O2/c6-5-3-1-2-4(5)7-3/h3-6H,1-2H2",OC1C2OC1CC2
C5H6O(171),1,0,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H,OC1C=CC=C1
C5H8O(410),1,0,"InChI=1S/C5H8O/c6-4-3-5-1-2-5/h4-5H,1-3H2",O=CCC1CC1
S(770),2,0,"InChI=1S/C5H7O3/c1-5(8-7)3-2-4-6/h7H,1-3H2",OOC(CC[C]=O)=C
C5H6(170),1,0,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",C1C=CC=C1
OO(290),1,0,InChI=1S/H2O2/c1-2/h1-2H,OO
S(388),2,0,"InChI=1S/C5H7O3/c6-4-5-2-1-3-7-8-5/h2,4-5H,1,3H2",O=CC1OOCC[CH]1
S(1285),2,0,"InChI=1S/C5H7O3/c6-8-3-1-4-5(2-3)7-4/h1,3-6H,2H2",OOC1CC2OC2[CH]1
C5H8O(484),1,0,"InChI=1S/C5H8O/c1-4-6-5(2)3/h4H,1-2H2,3H3",CC(=C)OC=C
S(1919),1,0,"InChI=1S/C5H6O2/c1-2-4-5(6-2)3(1)7-4/h2-5H,1H2",O1C2C3C1C(O3)C2
S(393),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h1-4,7H,5H2",OOC[CH]C=CC=O
C5H7O(529),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h1H,3-5H2",[O]CCCC#C
S(1292),2,0,"InChI=1S/C5H7O/c6-4-5-2-1-3-5/h5H,1-3H2",O=[C]C1CCC1
S(1817),2,0,"InChI=1S/C5H7O/c1-4-3-6-5(4)2/h5H,1-3H2",[CH2]C1OCC1=C
S(2109),2,0,"InChI=1S/C5H7O/c1-4-2-5(4)3-6/h3,5-6H,1-2H2",O[CH]C1CC1=C
C5H8O(409),1,0,"InChI=1S/C5H8O/c6-4-3-5-1-2-5/h3-6H,1-2H2",OC=CC1CC1
S(228),2,0,"InChI=1S/C5H7O3/c1-2-7-8-5-3-6-4(1)5/h3-5H,1-2H2",O1C2CCOOC2[CH]1
S(938),2,0,"InChI=1S/C5H7O3/c6-8-4-2-1-3-5(4)7-3/h1,3-6H,2H2",OOC1C2OC2[CH]C1
S(395),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5-8-7/h1,4,7H,3,5H2",OOCCC=[C]C=O
C5H6O(603),1,0,"InChI=1S/C5H6O/c1-2-4-6-5-3-1/h2-5H,1H2",O1C=CCC=C1
C5H7O(456),2,0,"InChI=1S/C5H7O/c1-3-5-6-4-2/h2-5H,1H3",CC=COC=[CH]
S(2145),1,0,"InChI=1S/C5H8O/c1-3-5(2)4-6/h4H,2-3H2,1H3",O=CC(=C)CC
S(2144),2,0,"InChI=1S/C5H7O3/c1-5(4-6)2-3-8-7/h4H,1-3H2",O=CC(CCO[O])=C
S(2140),2,0,"InChI=1S/C5H7O/c1-5(4-6)2-3-5/h4H,1-3H2",O=CC1(CC1)[CH2]
S(2245),2,0,"InChI=1S/C5H7O3/c6-4-3-5(8-7)1-2-5/h4H,1-3H2",O=CCC1(O[O])CC1
S(2257),2,0,"InChI=1S/C5H7O3/c6-5(8-7)3-4-1-2-4/h4H,1-3H2",O=C(CC1CC1)O[O]
S(569),1,0,"InChI=1S/C5H6O2/c6-4-1-2-5(7)3-4/h1-2,4,6H,3H2",OC1CC(=O)C=C1
S(157),1,0,"InChI=1S/C5H8O3/c6-8-4-5-2-1-3-7-5/h1,3,5-6H,2,4H2",OOCC1OC=CC1
C5H8O(115),1,0,"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h3,6H,1-2,4H2",OC1=CCCC1
S(684),2,0,"InChI=1S/C5H7O3/c6-5-2-1-4(5)3-8-7/h4H,1-3H2",O=C1CCC1CO[O]
C5H7O(455),2,0,"InChI=1S/C5H7O/c1-3-5-6-4-2/h3,5H,2H2,1H3",CC=CO[C]=C
C5H7O(548),2,0,"InChI=1S/C5H7O/c1-3-4-5(2)6/h1,5H,4H2,2H3",[O]C(CC#C)C
C3H3(954),2,0,"InChI=1S/C3H3/c1-3-2/h1H,2H2",[CH2]C#C
C2H4O(945),1,0,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",O=CC
C5H7O3(85),2,0,"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h2-6H,1H2",OOC1C2OC([CH]1)C2
S(2636),2,0,"InChI=1S/C5H7O3/c6-8-4-2-5-1-3-7-5/h2-6H,1H2",OOC=CC1O[CH]C1
S(613),2,0,"InChI=1S/C5H7O3/c6-4-2-1-3-5(4)8-7/h1,3-5,7H,2H2",OOC1C(CC=C1)[O]
C5H7O(377),2,0,"InChI=1S/C5H7O/c1-2-3-4-5-6/h3,5H,2H2,1H3",[O]C=C=CCC
C5H7O(212),2,0,"InChI=1S/C5H7O/c1-4-6-5(2)3/h1,4H,2H2,3H3",CC(=C)OC=[CH]
C5H7O(447),2,0,"InChI=1S/C5H7O/c1-2-6-5-3-4-5/h2-3,5H,1,4H2",C=COC1C[CH]1
S(469),2,0,"InChI=1S/C5H7O3/c1-2-3-5(4-6)8-7/h2,5,7H,1,3H2",OOC(CC=C)[C]=O
