eq,rate
HO(21) + C5H9O(164) = S(1201),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(826) = S(816),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H3O(348) = C2H4O(574),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H4O(574) = C2H5O(259),"SimpleRate(k=ArrheniusFunction(A=21820000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C#CCO(255) = S(461),"SimpleRate(k=ArrheniusFunction(A=3148000.0, b=1.876, E=-0.423, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(461) = S(278),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(461) = S(1629),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(477) = S(982),"SimpleRate(k=ArrheniusFunction(A=7500000.0, b=2.16, E=4.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(982) = S(278),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(982) = S(1629),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(461) = S(982),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(982) = S(1852),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.906, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H6O(491) = S(1578),"SimpleRate(k=ArrheniusFunction(A=6847.158, b=2.49, E=5.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1578) = S(1684),"SimpleRate(k=ArrheniusFunction(A=1.06161e+19, b=-1.866, E=17.21, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(943) = S(105),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=3.077, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(943) = S(1697),"SimpleRate(k=ArrheniusFunction(A=1127750000.0, b=0.806, E=11.932, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + S(1260) = S(943),"SimpleRate(k=ArrheniusFunction(A=3679.209, b=2.446, E=9.769, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(943) = S(1717),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(943) = S(105),"SimpleRate(k=ArrheniusFunction(A=7713.65, b=2.167, E=7.265, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1806) = S(1792),"SimpleRate(k=ArrheniusFunction(A=222600.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C4H7(1156) = S(1167),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1167) = HO2(18) + C4H6(1163),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(106) = S(187),"SimpleRate(k=ArrheniusFunction(A=6769777000.0, b=0.806, E=30.656, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(72) = S(187),"SimpleRate(k=ArrheniusFunction(A=1702229000.0, b=1.152, E=36.785, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(188) = S(187),"SimpleRate(k=ArrheniusFunction(A=2.76e-23, b=10.17, E=13.52, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(189) = S(187),"SimpleRate(k=ArrheniusFunction(A=7669944000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(313) = S(187),"SimpleRate(k=ArrheniusFunction(A=21627480.0, b=2.04, E=6.35, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(187) = S(190),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(408) = S(187),"SimpleRate(k=ArrheniusFunction(A=151959.0, b=1.906, E=4.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(185) = S(187),"SimpleRate(k=ArrheniusFunction(A=25219320.0, b=1.792, E=0.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(408) = S(187),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=0.973, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(187) = S(1884),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(832) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=1011660000.0, b=0.769, E=26.017, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5(70) = C5H7O(832),"SimpleRate(k=ArrheniusFunction(A=357.8265, b=2.748, E=10.953, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(832) = S(1557),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(832) = S(1890),"SimpleRate(k=ArrheniusFunction(A=24319.0, b=2.043, E=14.837, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1104) = C5H7O(97),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.48, E=0.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1104) = C5H7O(98),"SimpleRate(k=ArrheniusFunction(A=941000000.0, b=1.57, E=1.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + C3H5O(340) = S(1140),"SimpleRate(k=ArrheniusFunction(A=36.28, b=2.997, E=6.866, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1140) = C5H9O(166),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=14.792, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1140) = S(1904),"SimpleRate(k=ArrheniusFunction(A=208392.4, b=1.494, E=10.361, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1904) = S(1905),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(359) = S(337),"SimpleRate(k=ArrheniusFunction(A=5.4e-20, b=9.13, E=26.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(359) = S(361),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(358) = S(359),"SimpleRate(k=ArrheniusFunction(A=21820000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(825) = S(359),"SimpleRate(k=ArrheniusFunction(A=15004.66, b=1.778, E=7.532, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H5O(756) = C4H5O(749),"SimpleRate(k=ArrheniusFunction(A=2575620.0, b=1.634, E=31.426, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H5O(756) = S(1927),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H5O(756) = S(1926),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H4(254) = C3H5(279),"SimpleRate(k=ArrheniusFunction(A=418000000.0, b=1.64, E=1.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C#CC(253) = C3H5(279),"SimpleRate(k=ArrheniusFunction(A=1500000000.0, b=1.64, E=3.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H5(279) = C3H5(70),"SimpleRate(k=ArrheniusFunction(A=7320000000.0, b=1.12, E=41.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H5(279) = C3H6(1217),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(282) = HO2(18) + C3H4(254),"SimpleRate(k=ArrheniusFunction(A=2600000000.0, b=1.2, E=34.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C3H5(279) = S(282),"SimpleRate(k=ArrheniusFunction(A=7540000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(282) = S(1970),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=16.32, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H7(1156) = C4H7(1164),"SimpleRate(k=ArrheniusFunction(A=1720000.0, b=1.99, E=27.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H7(1166) = C4H7(1164),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C4H6(1163) = C4H7(1164),"SimpleRate(k=ArrheniusFunction(A=462000000.0, b=1.64, E=-0.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C4H7(1164) = S(1983),"SimpleRate(k=ArrheniusFunction(A=3632220.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C4H7(1164) = S(1982),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H7(1164) = S(1981),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1750) = HO2(18) + C4H6(1163),"SimpleRate(k=ArrheniusFunction(A=2475900.0, b=1.829, E=24.247, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C4H7(1164) = S(1750),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1750) = S(1982),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O2(46) = HO(21) + C5H8O(309),"SimpleRate(k=ArrheniusFunction(A=949092400.0, b=1.344, E=2.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(95) = C5H8O(309),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(96) = C5H8O(309),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(309) = C5H9O(166),"SimpleRate(k=ArrheniusFunction(A=36625.4, b=1.743, E=17.075, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(309) = C5H9O(164),"SimpleRate(k=ArrheniusFunction(A=32300.0, b=2.98, E=7.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(821) = S(357),"SimpleRate(k=ArrheniusFunction(A=221891900.0, b=0.874, E=11.554, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(821) = S(820),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(821) = S(819),"SimpleRate(k=ArrheniusFunction(A=315594.4, b=1.732, E=9.135, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(821) = S(2020),"SimpleRate(k=ArrheniusFunction(A=96000000000.0, b=0.2, E=4.555, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(731) = S(706),"SimpleRate(k=ArrheniusFunction(A=132.911, b=2.227, E=61.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H5O(759) = C4H5O(749),"SimpleRate(k=ArrheniusFunction(A=33640000000.0, b=0.35, E=29.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH2O(748) + C4H5O(759) = S(731),"SimpleRate(k=ArrheniusFunction(A=97667.12, b=1.993, E=5.696, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H5O(759) = S(2035),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(191) = S(1749),"SimpleRate(k=ArrheniusFunction(A=15940.8, b=2.28, E=19.257, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C#CCCC(47) = C5H9O(120),"SimpleRate(k=ArrheniusFunction(A=65080000.0, b=1.628, E=-0.462, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H4O(256) = C5H9O(120),"SimpleRate(k=ArrheniusFunction(A=2290.0, b=2.41, E=5.63, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(120) = C5H9O(162),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(120) = S(1779),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(120) = C5H9O(202),"SimpleRate(k=ArrheniusFunction(A=3320000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1856) = S(1852),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=10.527, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H6(1163) = S(1753),"SimpleRate(k=ArrheniusFunction(A=13694.32, b=2.49, E=5.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1753) = S(1749),"SimpleRate(k=ArrheniusFunction(A=16708200.0, b=1.415, E=5.613, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(163) = C5H9O(159),"SimpleRate(k=ArrheniusFunction(A=200815.0, b=1.582, E=13.651, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(101) = C5H9O(163),"SimpleRate(k=ArrheniusFunction(A=346000000.0, b=1.583, E=1.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + C3H5O(193) = C5H9O(163),"SimpleRate(k=ArrheniusFunction(A=3679.209, b=2.446, E=9.769, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(293) = C5H7O(306),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(94) = C5H7O(306),"SimpleRate(k=ArrheniusFunction(A=65100000000.0, b=0.25, E=13.796, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(163) = S(2061),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=12.077, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H7(1156) = S(1169),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H7(11) = S(124),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O2(66) = S(124),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(315) = S(1551),"SimpleRate(k=ArrheniusFunction(A=2468000.0, b=1.554, E=26.636, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(69) + S(278) = S(1551),"SimpleRate(k=ArrheniusFunction(A=119000.0, b=2.26, E=12.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(23) = C5H7O2(16),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H6(12) = C5H7O2(23),"SimpleRate(k=ArrheniusFunction(A=12047.47, b=2.574, E=5.294, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O2(23) = C5H8O2(44),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(25) = C5H7O2(23),"SimpleRate(k=ArrheniusFunction(A=56200000.0, b=1.72, E=44.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(23) = HO(21) + C5H6O(293),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(102) = C5H9O(200),"SimpleRate(k=ArrheniusFunction(A=372000000.0, b=1.477, E=1.61, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(200) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=12.967, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(574) + C3H5(70) = C5H9O(200),"SimpleRate(k=ArrheniusFunction(A=14913.13, b=2.51, E=10.029, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(200) = S(2061),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.584, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H4O(267) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=1204.742, b=2.536, E=2.479, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(162) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=12584.61, b=1.925, E=19.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1779) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=4965190000.0, b=1.058, E=38.905, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(202) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=148.4988, b=2.475, E=14.172, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1140) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=46663.9, b=1.985, E=19.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1904) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=774568200.0, b=1.384, E=38.067, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(120) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=4969748000.0, b=0.933, E=35.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H9O(886) = S(2089),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(360) = S(337),"SimpleRate(k=ArrheniusFunction(A=2738978000.0, b=0.87, E=33.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(360) = S(361),"SimpleRate(k=ArrheniusFunction(A=16820000000.0, b=0.35, E=29.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(360) = S(359),"SimpleRate(k=ArrheniusFunction(A=6760000000.0, b=0.88, E=38.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(337) = S(362),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(361) = S(362),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(359) = S(362),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(360) = S(362),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(182) = S(1128),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(571) + C3H5O(193) = S(1128),"SimpleRate(k=ArrheniusFunction(A=12100000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H4(254) = C3H5O(280),"SimpleRate(k=ArrheniusFunction(A=41610.0, b=2.487, E=-1.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H5O(280) = S(1629),"SimpleRate(k=ArrheniusFunction(A=154000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1138) = S(1239),"SimpleRate(k=ArrheniusFunction(A=1650717000.0, b=1.06, E=46.633, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
