eq,rate
H(8) + C5H7O(3) = C5H8O(91),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(54) = C5H7O(11),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(54) = C5H7O(52),"SimpleRate(k=ArrheniusFunction(A=190540000000.0, b=0.853, E=47.848, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(54) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=11000000000.0, b=0.78, E=31.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(54) = C5H8O(96),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(40) = C5H7O(15),"SimpleRate(k=ArrheniusFunction(A=5.4e-20, b=9.13, E=26.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(41) = C5H7O(40),"SimpleRate(k=ArrheniusFunction(A=56200000.0, b=1.72, E=44.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(40) = C5H8O(94),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(20) = C5H7O(40),"SimpleRate(k=ArrheniusFunction(A=1011660000.0, b=0.769, E=33.721, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(42) = C5H7O(40),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(49) = C5H7O(423),"SimpleRate(k=ArrheniusFunction(A=15940.8, b=2.28, E=19.257, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(33) = S(173),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.102, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(34) = S(416),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(36) = S(483),"SimpleRate(k=ArrheniusFunction(A=14528880.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(43) = S(130),"SimpleRate(k=ArrheniusFunction(A=400000000.0, b=0.19, E=13.41, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(44) = S(438),"SimpleRate(k=ArrheniusFunction(A=7264440.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(123) = C5H7O(27),"SimpleRate(k=ArrheniusFunction(A=25499800000000.0, b=-0.125, E=32.767, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(123) = C5H7O(63),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=50.443, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(29) = C5H7O(123),"SimpleRate(k=ArrheniusFunction(A=7.61734e-06, b=4.409, E=0.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(50) = C5H7O(123),"SimpleRate(k=ArrheniusFunction(A=2561590.0, b=1.466, E=25.081, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(33) = S(172),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.114, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(39) = C5H7O(15),"SimpleRate(k=ArrheniusFunction(A=372000000.0, b=1.477, E=1.61, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(39) = C5H7O(11),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(43) = HO2(77) + C5H6O(39),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=30.563, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(55) = HO2(77) + C5H6O(39),"SimpleRate(k=ArrheniusFunction(A=506000000.0, b=1.19, E=29.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(39) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=3942139000.0, b=1.258, E=1.214, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(39) = C5H7O(40),"SimpleRate(k=ArrheniusFunction(A=21820000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(23) = C5H7O(14),"SimpleRate(k=ArrheniusFunction(A=17784000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(23) = C5H7O(9),"SimpleRate(k=ArrheniusFunction(A=36625.4, b=1.743, E=17.075, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(26) = HO2(77) + C5H6O(23),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(23) = C5H7O(45),"SimpleRate(k=ArrheniusFunction(A=32300.0, b=2.98, E=7.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(31) = S(226),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(9),"SimpleRate(k=ArrheniusFunction(A=128600000.0, b=1.323, E=24.182, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=190540000000.0, b=0.853, E=47.848, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=190540000000.0, b=0.853, E=47.848, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(45),"SimpleRate(k=ArrheniusFunction(A=11000000000.0, b=0.78, E=31.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=190540000000.0, b=0.853, E=47.848, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(46) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=11820000000.0, b=0.86, E=35.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(41) = S(196),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(21) = S(364),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(5),"SimpleRate(k=ArrheniusFunction(A=2411500000.0, b=1.003, E=33.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(33) = C5H7O(32),"SimpleRate(k=ArrheniusFunction(A=39600000000.0, b=0.83, E=61.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=3320000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(30),"SimpleRate(k=ArrheniusFunction(A=36770000000.0, b=0.839, E=43.638, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(32) = C5H8O(93),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(34),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(55) = S(154),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(55) = S(151),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=17.773, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(151) = S(130),"SimpleRate(k=ArrheniusFunction(A=7669944000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(36) = C5H7O(481),"SimpleRate(k=ArrheniusFunction(A=6.95187e+18, b=-1.628, E=33.089, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(21) = C5H7O(360),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.146, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(406) = C5H7O(374),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(44) = C5H7O(406),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=25.498, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(46) = S(636),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(30) = S(248),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(248) = HO2(77) + C5H6O(24),"SimpleRate(k=ArrheniusFunction(A=6380000000000.0, b=0.0, E=29.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(30) = S(247),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(167) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=1589430000.0, b=0.969, E=33.391, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(49) = C5H7O(167),"SimpleRate(k=ArrheniusFunction(A=6927994.0, b=1.708, E=27.35, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(32) = S(654),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(55) = S(150),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=19.08, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(62) = S(162),"SimpleRate(k=ArrheniusFunction(A=10500.0, b=2.14, E=7.97, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(52) = S(148),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.139, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(75) = C5H7O(16),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(75) = C5H7O(73),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(75) = C5H8O(99),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(37) = S(386),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(14) = C5H8O(92),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(25) = C5H8O(92),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(41) = S(195),"SimpleRate(k=ArrheniusFunction(A=1202274000.0, b=0.872, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = C5H7O3(26),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = C5H7O3(87),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=34.898, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(23) = S(119),"SimpleRate(k=ArrheniusFunction(A=92.4, b=3.09, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(60) = C5H7O(10),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(60) = C5H7O(59),"SimpleRate(k=ArrheniusFunction(A=36770000000.0, b=0.839, E=43.638, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(52) = S(147),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.114, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(68) = C5H7O(6),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(68) = C5H8O(98),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(68) = C5H7O(67),"SimpleRate(k=ArrheniusFunction(A=36770000000.0, b=0.839, E=43.638, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(364) = S(646),"SimpleRate(k=ArrheniusFunction(A=18734200.0, b=1.004, E=8.076, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(18) = S(101),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(87) = S(101),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H7O(2) = S(101),"SimpleRate(k=ArrheniusFunction(A=3787080000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(84) = S(101),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(80) = C5H7O3(19),"SimpleRate(k=ArrheniusFunction(A=2044.713, b=2.037, E=6.814, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(80) = S(100),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = HO(82) + S(780),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(51) = S(214),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(214) = HO2(77) + C5H6O(39),"SimpleRate(k=ArrheniusFunction(A=22440000000.0, b=1.08, E=36.773, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(810) = C5H7O3(80),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=28.64, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = S(810),"SimpleRate(k=ArrheniusFunction(A=136000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(26) = S(810),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(26) = HO(82) + S(118),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = HO(82) + S(118),"SimpleRate(k=ArrheniusFunction(A=136000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + S(118) = S(810),"SimpleRate(k=ArrheniusFunction(A=64600.0, b=2.98, E=36.396, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(27) = S(128),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H4(384) = C5H7O(37),"SimpleRate(k=ArrheniusFunction(A=3343.072, b=2.623, E=10.22, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H4(384) = C5H7O(36),"SimpleRate(k=ArrheniusFunction(A=420370000.0, b=1.037, E=7.48, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(138) = C5H7O(52),"SimpleRate(k=ArrheniusFunction(A=4.66335e+28, b=-4.564, E=36.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(28) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=1720000.0, b=1.99, E=27.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(44) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=256000.0, b=2.0, E=28.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(167) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=163.5543, b=2.81, E=26.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C4H6(436) = C5H7O(44),"SimpleRate(k=ArrheniusFunction(A=53423.41, b=2.459, E=1.176, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(386) = S(769),"SimpleRate(k=ArrheniusFunction(A=11666.75, b=1.904, E=12.327, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(386) = S(765),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.27, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(26) = S(122),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H7O(14) = S(122),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(119) = S(122),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(810) = S(122),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(57) = C5H7O(10),"SimpleRate(k=ArrheniusFunction(A=372000000.0, b=1.477, E=1.61, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(57) = C5H7O(6),"SimpleRate(k=ArrheniusFunction(A=173000000.0, b=1.583, E=1.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(62) = HO2(77) + C5H6O(57),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(70) = HO2(77) + C5H6O(57),"SimpleRate(k=ArrheniusFunction(A=95800000.0, b=1.46, E=29.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(206) = C5H7O3(87),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=21.313, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(39) = S(206),"SimpleRate(k=ArrheniusFunction(A=44.9939, b=3.11, E=7.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(125) = C5H7O(27),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(128) = HO2(77) + C5H6O(125),"SimpleRate(k=ArrheniusFunction(A=64800000000.0, b=0.57, E=29.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(43) = S(131),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=20.288, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H2O(362) = C2H3O(385),"SimpleRate(k=ArrheniusFunction(A=1987307000.0, b=1.43, E=6.051, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(362) + C3H5(363) = C5H7O(21),"SimpleRate(k=ArrheniusFunction(A=308.4553, b=2.701, E=11.741, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(362) + C3H5(363) = C5H7O(20),"SimpleRate(k=ArrheniusFunction(A=357.8265, b=2.748, E=10.953, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H4(384) = C3H5(363),"SimpleRate(k=ArrheniusFunction(A=442000000.0, b=1.64, E=2.82, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(123) = S(606),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(379) = S(390),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=8.473, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
