eq,rate
H(8) + C5H6O(57) = C5H7O(58),"SimpleRate(k=ArrheniusFunction(A=21820000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(61) = C5H7O(58),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(18) = HO(82) + C5H6O2(83),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(87) = HO(82) + C5H6O2(83),"SimpleRate(k=ArrheniusFunction(A=34423870.0, b=1.511, E=39.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(84) = HO(82) + C5H6O2(83),"SimpleRate(k=ArrheniusFunction(A=6805174.0, b=1.804, E=28.039, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(121) = HO(82) + C5H6O2(83),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(342) = HO(82) + C5H6O2(83),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(40) = S(554),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(554) = HO2(77) + C5H6O(39),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(554) = S(206),"SimpleRate(k=ArrheniusFunction(A=1840000000.0, b=0.82, E=26.28, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(198) = S(1293),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(364) = S(648),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(69) = C5H7O(6),"SimpleRate(k=ArrheniusFunction(A=31319220.0, b=1.353, E=21.313, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(69) = C5H8O(98),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(69) = C5H7O(67),"SimpleRate(k=ArrheniusFunction(A=11000000000.0, b=0.78, E=31.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(68) = C5H7O(69),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(378) = C5H7O(69),"SimpleRate(k=ArrheniusFunction(A=10000000.0, b=1.34, E=49.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(558) = C5H7O(423),"SimpleRate(k=ArrheniusFunction(A=16708200.0, b=1.415, E=5.613, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C4H6(436) = C5H7O(558),"SimpleRate(k=ArrheniusFunction(A=13694.32, b=2.49, E=5.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(174) = C5H7O(63),"SimpleRate(k=ArrheniusFunction(A=18000000000.0, b=0.51, E=40.292, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(28) = C5H7O(174),"SimpleRate(k=ArrheniusFunction(A=67600000000.0, b=0.19, E=34.576, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(174) = C5H7O(198),"SimpleRate(k=ArrheniusFunction(A=6760000000.0, b=0.88, E=38.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(558) = C5H7O(174),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=40.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(124) = C5H7O(27),"SimpleRate(k=ArrheniusFunction(A=23150000000.0, b=0.447, E=25.212, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(50) = C5H7O(124),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=33.626, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(112) = C5H7O(25),"SimpleRate(k=ArrheniusFunction(A=200815.0, b=1.582, E=8.837, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(112) = C5H7O(59),"SimpleRate(k=ArrheniusFunction(A=23900000000.0, b=0.19, E=32.641, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(112) = C5H7O(360),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=9.939, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(64) + C3H3O(65) = C5H7O(6),"SimpleRate(k=ArrheniusFunction(A=7358.418, b=2.446, E=9.769, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H3O(376) = C3H3O(65),"SimpleRate(k=ArrheniusFunction(A=1.25173e+16, b=-1.153, E=38.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C3H5O(444) = S(1463),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1463) = HO(82) + S(990),"SimpleRate(k=ArrheniusFunction(A=666000000.0, b=1.28, E=39.74, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(59) = S(256),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(128) = HO(82) + S(934),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(216) = HO(82) + S(934),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(937) = HO(82) + S(934),"SimpleRate(k=ArrheniusFunction(A=34423870.0, b=1.511, E=39.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(414) = S(1488),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1488) = HO2(77) + C5H6O(383),"SimpleRate(k=ArrheniusFunction(A=68130000000.0, b=0.493, E=29.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(53) = S(1334),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(29) = S(445),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(120) = C5H7O3(26),"SimpleRate(k=ArrheniusFunction(A=72586.5, b=1.93, E=22.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(24) = S(120),"SimpleRate(k=ArrheniusFunction(A=44.9939, b=3.11, E=7.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(247) = S(120),"SimpleRate(k=ArrheniusFunction(A=146927.8, b=1.473, E=18.807, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = S(120),"SimpleRate(k=ArrheniusFunction(A=16098450000.0, b=0.8, E=32.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(810) = S(120),"SimpleRate(k=ArrheniusFunction(A=380.8339, b=3.181, E=29.227, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(120) = S(122),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(121) = S(120),"SimpleRate(k=ArrheniusFunction(A=734000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(120) = S(937),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=41.005, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(120) = HO(82) + S(934),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(120) = HO(82) + S(580),"SimpleRate(k=ArrheniusFunction(A=17503140.0, b=1.49, E=26.44, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(63) = C5H7O(176),"SimpleRate(k=ArrheniusFunction(A=5640000000.0, b=1.0, E=38.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(238) = C5H7O(176),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=6.433, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(434) = S(1699),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1699) = S(648),"SimpleRate(k=ArrheniusFunction(A=271800.0, b=1.51, E=19.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(434) = S(1698),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=29.212, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(416) = S(575),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=20.862, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(217) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=18.052, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(134) = HO(82) + S(525),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(21) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(37) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(49) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(44) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(29) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H5(363) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=69625800000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(343) = C5H7O3(84),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=21.462, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(196) = S(343),"SimpleRate(k=ArrheniusFunction(A=23000.0, b=2.11, E=15.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(343) = HO(82) + S(525),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(28) = C5H8O(380),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(138) = C5H8O(380),"SimpleRate(k=ArrheniusFunction(A=18033200000000.0, b=0.128, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(378) = C5H8O(380),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(374) = C5H7O(401),"SimpleRate(k=ArrheniusFunction(A=100000000000.0, b=0.0, E=24.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(49) = C5H7O(418),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=33.416, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(223) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=1691610000.0, b=0.726, E=16.64, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(223) = C5H7O(49),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(223) = C5H7O(167),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(213) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=96000000000.0, b=0.2, E=1.625, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(213) = C5H7O(20),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(479) = S(439),"SimpleRate(k=ArrheniusFunction(A=67170.59, b=1.778, E=9.987, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(479) = S(119),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.289, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(86) = C5H7O3(18),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(86) = C5H7O3(87),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(86) = C5H7O3(84),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(86) = S(101),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(90) = C5H7O3(17),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(90) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(90) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(90) = S(102),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(90) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(90) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=7669944000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(135) = C5H7O3(43),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(134) = S(135),"SimpleRate(k=ArrheniusFunction(A=83200000000.0, b=0.77, E=64.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(135) = S(811),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(135) = S(136),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(25) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=40.857, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(27) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(27) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=7669944000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(125) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=949092400.0, b=1.344, E=2.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(27) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(27) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(167) = S(724),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(724) = HO2(77) + C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=68130000000.0, b=0.493, E=29.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(167) = S(723),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(574) = S(173),"SimpleRate(k=ArrheniusFunction(A=123903.2, b=1.463, E=16.621, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(574) = C5H7O3(86),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=36.791, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(239) = C5H7O(38),"SimpleRate(k=ArrheniusFunction(A=23047400.0, b=1.254, E=17.806, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(239) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=99000000000.0, b=0.06, E=17.73, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(174) = S(1741),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1702) = C5H7O(58),"SimpleRate(k=ArrheniusFunction(A=1836726000000.0, b=0.209, E=41.549, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1702) = C5H7O(124),"SimpleRate(k=ArrheniusFunction(A=6730780000.0, b=0.841, E=13.416, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(445) = S(1812),"SimpleRate(k=ArrheniusFunction(A=16979.69, b=1.956, E=18.418, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(379) = HO(82) + S(392),"SimpleRate(k=ArrheniusFunction(A=666000000.0, b=1.28, E=39.74, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(438) = HO(82) + S(392),"SimpleRate(k=ArrheniusFunction(A=33200000.0, b=1.69, E=38.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H3O(376) = S(392),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(445) = HO(82) + S(392),"SimpleRate(k=ArrheniusFunction(A=1195993000.0, b=0.63, E=12.16, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1812) = HO(82) + S(392),"SimpleRate(k=ArrheniusFunction(A=803428900.0, b=1.363, E=25.651, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(445) = S(1809),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=14.028, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(67) = S(356),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(67) = S(355),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C3H3O(376) = S(1128),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H3O(376) = C3H4O(424),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(956) = HO(82) + C3H4O(424),"SimpleRate(k=ArrheniusFunction(A=33200000.0, b=1.69, E=38.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H4O(424) = C3H5O(444),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1463) = HO2(77) + C3H4O(424),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H4O(424) = C5H7O(49),"SimpleRate(k=ArrheniusFunction(A=12916.52, b=2.408, E=-0.197, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H4O(424) = C5H7O(50),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
