'name','smiles','inchi','inchikey','mult','charge','canon_enant_ich'
'C2H3(48)','[CH]=C','InChI=1S/C2H3/c1-2/h1H,2H2','ORGHESHFQPYLAO-UHFFFAOYSA-N','2','0','InChI=1S/C2H3/c1-2/h1H,2H2'
'C2H4(52)','C=C','InChI=1S/C2H4/c1-2/h1-2H2','VGGSQFUCUMXWEO-UHFFFAOYSA-N','1','0','InChI=1S/C2H4/c1-2/h1-2H2'
'C2H2Objeyn','C1=CO1','InChI=1S/C2H2O/c1-2-3-1/h1-2H','BJEYNNFDAPPGST-UHFFFAOYSA-N','1','0','InChI=1S/C2H2O/c1-2-3-1/h1-2H'
'C3H5(122)','C=C[CH2]','InChI=1S/C3H5/c1-3-2/h3H,1-2H2','RMRFFCXPLWYOOY-UHFFFAOYSA-N','2','0','InChI=1S/C3H5/c1-3-2/h3H,1-2H2'
'C3H3O(153)z','[H]/[C]=C\C=O','AMChI=1/C3H3O/c1-2-3-4/h1-3H/b2-1-','XQTZVMXSMNEBEF-UPHRSURJNA-N','2','0','AMChI=1/C3H3O/c1-2-3-4/h1-3H/b2-1-'
'C3H3O(153)e','[H]/[C]=C/C=O','AMChI=1/C3H3O/c1-2-3-4/h1-3H/b2-1+','XQTZVMXSMNEBEF-OWOJBTEDNA-N','2','0','AMChI=1/C3H3O/c1-2-3-4/h1-3H/b2-1+'
'C3H4O(165)','C=CC=O','InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2','HGINCPLSRVDWNT-UHFFFAOYSA-N','1','0','InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2'
'C5H7(500)','C1=CCC[CH]1','InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2','MNLVCBKWEVXHGE-UHFFFAOYSA-N','2','0','InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2'
'C5H7(507)zz','C=/C/C=\C\[CH2]','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4-','DVOOWDFPPNOBFV-UOJPSETBNA-N','2','0','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4-'
'C5H7(507)ze','C=/C/C=\C/[CH2]','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4+','DVOOWDFPPNOBFV-ZVCNYAPYNA-N','2','0','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4+'
'C5H7(507)ee','C=/C/C=/C/[CH2]','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3+,5-4+','DVOOWDFPPNOBFV-TWOZALLJNA-N','2','0','AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3+,5-4+'
'C5H7(504)','C1=CC[CH]C1','InChI=1S/C5H7/c1-2-4-5-3-1/h1-2,5H,3-4H2','DABYZUWMLUGAGP-UHFFFAOYSA-N','2','0','InChI=1S/C5H7/c1-2-4-5-3-1/h1-2,5H,3-4H2'
'C5H7(487)z','[H]/[C]=C\CC=C','AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1-','OOLQZHXELHHHFX-IWQZZHSRNA-N','2','0','AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1-'
'C5H7(487)e','[H]/[C]=C/CC=C','AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1+','OOLQZHXELHHHFX-HNQUOIGGNA-N','2','0','AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1+'
