REACTIONS    CAL/MOL   MOL

S(1260)e = C3H6(131) + C2H2OH(89)z                 1.000      0.000      0.000   ! pes.subpes.channel  1.1.266
S(1260)z = C3H6(131) + C2H2OH(89)e                 1.000      0.000      0.000   ! pes.subpes.channel  1.1.267
S(1634)r0 = C3H4(114) + C2H5O(57)                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.268
S(1634)r1 = C3H4(114) + C2H5O(57)                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.269
S(1753)ee = C4H7(241)z + CH2Ouuoi                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.270
S(1753)ez = C4H7(241)z + CH2Ouuoi                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.271
S(1753)ze = C4H7(241)e + CH2Ouuoi                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.272
S(1753)zz = C4H7(241)e + CH2Ouuoi                  1.000      0.000      0.000   ! pes.subpes.channel  1.1.273
S(2071) = C2H3(48) + C3H6O(123)                    1.000      0.000      0.000   ! pes.subpes.channel  1.1.274
S(2071) = C5H8(524) + OH(4)                        1.000      0.000      0.000   ! pes.subpes.channel  1.1.275
S(2340)e = C4H6(227) + CH2OH(30)                   1.000      0.000      0.000   ! pes.subpes.channel  1.1.276
S(2340)e = CH2 + C4Ojpykghz                        1.000      0.000      0.000   ! pes.subpes.channel  1.1.277
S(2340)z = C4H6(227) + CH2OH(30)                   1.000      0.000      0.000   ! pes.subpes.channel  1.1.278
S(2340)z = CH2 + C4Ojpykghe                        1.000      0.000      0.000   ! pes.subpes.channel  1.1.279
C2H3(48) + C3H6O(111)e = S(1263)r0                  9776      2.410       1982   ! pes.subpes.channel  1.1.280
C2H3(48) + C3H6O(111)e = S(1263)r1                  9776      2.410       1982   ! pes.subpes.channel  1.1.281
C2H3(48) + C3H6O(111)z = S(1263)r0                  9776      2.410       1982   ! pes.subpes.channel  1.1.282
C2H3(48) + C3H6O(111)z = S(1263)r1                  9776      2.410       1982   ! pes.subpes.channel  1.1.283
C2H3OH(45) + C3H5(122) = S(1259)                   14913      2.510      10029   ! pes.subpes.channel  1.1.284
C2H3OH(45) + C3H5(122) = S(1431)r0                 15980      2.459      11913   ! pes.subpes.channel  1.1.285
C2H3OH(45) + C3H5(122) = S(1431)r1                 15980      2.459      11913   ! pes.subpes.channel  1.1.286
C2H4(52) + C3H5O(105) = C5H9O(896)                 13200      2.480       6130   ! pes.subpes.channel  1.1.287
C2H4(52) + C3H5O(168)e = C5H9O(853)e                1350      2.700      11300   ! pes.subpes.channel  1.1.288
C2H4(52) + C3H5O(168)z = C5H9O(853)z                1350      2.700      11300   ! pes.subpes.channel  1.1.289
C2H4(52) + C3H5O(186) = S(1528)                     2700      2.700      11300   ! pes.subpes.channel  1.1.290
C2H5(56) + C3H4O(165) = C5H9O(858)e            1.000E+11      0.000       7800   ! pes.subpes.channel  1.1.291
C2H5(56) + C3H4O(165) = C5H9O(858)z            1.000E+11      0.000       7800   ! pes.subpes.channel  1.1.292
C2H5(56) + S(1275) = S(1241)e                       2290      2.410       5630   ! pes.subpes.channel  1.1.293
C2H5(56) + S(1275) = S(1241)z                       2290      2.410       5630   ! pes.subpes.channel  1.1.294
C2H5(56) + S(1275) = S(1396)r0                      1075      2.410       7485   ! pes.subpes.channel  1.1.295
C2H5(56) + S(1275) = S(1396)r1                      1075      2.410       7485   ! pes.subpes.channel  1.1.296
C2H5O(53) + C3H4(114) = S(2203)                     4580      2.410       5630   ! pes.subpes.channel  1.1.297
C3H4O(162) + C2H5(56) = C5H9O(898)z                 3630      2.430       8960   ! pes.subpes.channel  1.1.299
C3H5O(168)e + C2H4(52) = C5H9O(878)r0          4.000E+11      0.000      16900   ! pes.subpes.channel  1.1.300
C3H5O(168)e + C2H4(52) = C5H9O(878)r1          4.000E+11      0.000      16900   ! pes.subpes.channel  1.1.301
C3H5O(168)z + C2H4(52) = C5H9O(878)r0          4.000E+11      0.000      16900   ! pes.subpes.channel  1.1.302
C3H5O(168)z + C2H4(52) = C5H9O(878)r1          4.000E+11      0.000      16900   ! pes.subpes.channel  1.1.303
C3H6(131) + CH2CHO(85) = C5H9O(855)            1.000E+11      0.000       7800   ! pes.subpes.channel  1.1.304
C3H6(131) + CH3CO(82) = C5H9O(895)                  8800      2.480       6130   ! pes.subpes.channel  1.1.305
C4H6O(335) + CH3(29) = C5H9O(894)e                 17600      2.480       6130   ! pes.subpes.channel  1.1.306
C4H6O(335) + CH3(29) = C5H9O(894)z                 17600      2.480       6130   ! pes.subpes.channel  1.1.307
C4H8(253) + HCO(16) = C5H9O(857)               1.000E+11      0.000       6000   ! pes.subpes.channel  1.1.308
C5H8(522) + OH(4) = C5H9O(852)r0                   1.000      0.000      0.000   ! pes.subpes.channel  1.1.309
    PLOG  /    0.01000  3.650E+77     -20.00      33874/
    PLOG  /    0.01000  9.700E+59     -15.51      12898/
    PLOG  /     0.1000  1.380E+68     -17.01      27909/
    PLOG  /     0.1000  1.800E+56     -14.04      12945/
    PLOG  /      1.000  2.600E+59     -14.17      23079/
    PLOG  /      1.000  2.070E+50     -12.04      11493/
    PLOG  /      10.00  1.010E+54     -12.23      22976/
    PLOG  /      10.00  8.550E+41     -9.350       8921/
    PLOG  /      100.0  1.920E+48     -10.23      23772/
    PLOG  /      100.0  3.060E+32     -6.310       6088/
C5H8(522) + OH(4) = C5H9O(852)r1                   1.000      0.000      0.000   ! pes.subpes.channel  1.1.310
    PLOG  /    0.01000  3.650E+77     -20.00      33874/
    PLOG  /    0.01000  9.700E+59     -15.51      12898/
    PLOG  /     0.1000  1.380E+68     -17.01      27909/
    PLOG  /     0.1000  1.800E+56     -14.04      12945/
    PLOG  /      1.000  2.600E+59     -14.17      23079/
    PLOG  /      1.000  2.070E+50     -12.04      11493/
    PLOG  /      10.00  1.010E+54     -12.23      22976/
    PLOG  /      10.00  8.550E+41     -9.350       8921/
    PLOG  /      100.0  1.920E+48     -10.23      23772/
    PLOG  /      100.0  3.060E+32     -6.310       6088/
CH2O(19) + C4H7(246) = S(1859)                 7.940E+10      0.000       6700   ! pes.subpes.channel  1.1.311
CH3(29) + C4H6O(327)e = S(1753)ee                  23600      2.410       2520   ! pes.subpes.channel  1.1.312
CH3(29) + C4H6O(327)e = S(1753)ze                  23600      2.410       2520   ! pes.subpes.channel  1.1.313
CH3(29) + C4H6O(327)z = S(1753)ez                  23600      2.410       2520   ! pes.subpes.channel  1.1.314
CH3(29) + C4H6O(327)z = S(1753)zz                  23600      2.410       2520   ! pes.subpes.channel  1.1.315
CH3(29) + C4H6O(331) = C5H9O(857)              1.000E+11      0.000       7800   ! pes.subpes.channel  1.1.316
NC3H7(137) + CH2CO(72) = C5H9O(856)                333.0      2.730      13954   ! pes.subpes.channel  1.1.317
NC3H7(137) + CH2CO(72) = C5H9O(892)                 3630      2.430       8960   ! pes.subpes.channel  1.1.318
OH(4) + C5H8(1365) = S(1396)r0                    986500      2.037      -1433   ! pes.subpes.channel  1.1.319
OH(4) + C5H8(1365) = S(1396)r1                    986500      2.037      -1433   ! pes.subpes.channel  1.1.320
OH(4) + C5H8(512)e = S(1263)r0                    823522      2.134       3462   ! pes.subpes.channel  1.1.321
OH(4) + C5H8(512)e = S(1263)r1                    823522      2.134       3462   ! pes.subpes.channel  1.1.322
OH(4) + C5H8(512)z = S(1263)r0                    823522      2.134       3462   ! pes.subpes.channel  1.1.323
OH(4) + C5H8(512)z = S(1263)r1                    823522      2.134       3462   ! pes.subpes.channel  1.1.324
OH(4) + C5H8(524) = S(1431)r0                      13492      2.362      20125   ! pes.subpes.channel  1.1.325
OH(4) + C5H8(524) = S(1431)r1                      13492      2.362      20125   ! pes.subpes.channel  1.1.326
C5H9O(898)e = C5H9jalhciz + O(3)                   1.000      0.000      0.000   ! pes.subpes.channel  1.2.215
C3H4O(162) + C2H5(56) = C5H9O(898)e                 3630      2.430       8960   ! pes.subpes.channel  1.2.298
C5Oamxyvoe = CH3(29) + C4Olpwhtq                   1.000      0.000      0.000   ! pes.subpes.channel  1.3.217
C5Olzdwniz = C2H4(52) + S(1284)e                   1.000      0.000      0.000   ! pes.subpes.channel  1.4.246
C5Orzubyeez = C3H5(125)z + C2H4Ojvkqh              1.000      0.000      0.000   ! pes.subpes.channel  1.5.256
C5Orzubyezz = C3H5(125)e + C2H4Ojvkqh              1.000      0.000      0.000   ! pes.subpes.channel  1.6.258
C5Osvjipezz = C3H5O(108)z + C2H4uufq               1.000      0.000      0.000   ! pes.subpes.channel  1.7.264
C5Osvjipezz = C5H8qqiiex + OH(4)                   1.000      0.000      0.000   ! pes.subpes.channel  1.7.265

END
