'name','smiles','inchi','inchikey','mult','charge','canon_enant_ich'
'H(1)','[H]','InChI=1S/H','YZCKVEUIGOORGS-UHFFFAOYSA-N','2','0','InChI=1S/H'
'C2H4(52)','C=C','InChI=1S/C2H4/c1-2/h1-2H2','VGGSQFUCUMXWEO-UHFFFAOYSA-N','1','0','InChI=1S/C2H4/c1-2/h1-2H2'
'C3H5(122)','C=C[CH2]','InChI=1S/C3H5/c1-3-2/h3H,1-2H2','RMRFFCXPLWYOOY-UHFFFAOYSA-N','2','0','InChI=1S/C3H5/c1-3-2/h3H,1-2H2'
'C5H8(522)','C1=CCCC1','InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2','LPIQUOYDBNQMRZ-UHFFFAOYSA-N','1','0','InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2'
'C5H9(536)','C=CCC[CH2]','InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2','BMMZQFXLAFBGTI-UHFFFAOYSA-N','2','0','InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2'
'C5H9(553)','[CH]1CCCC1','InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2','BQOWUDKEXDCGQS-UHFFFAOYSA-N','2','0','InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2'
