'name','smiles','inchi','inchikey','mult','charge','canon_enant_ich'
'HO2(8)','[O]O','InChI=1S/HO2/c1-2/h1H','OUUQCZGPVNCOIJ-UHFFFAOYSA-N','2','0','InChI=1S/HO2/c1-2/h1H'
'H2O2(10)','OO','InChI=1S/H2O2/c1-2/h1-2H','MHAJPDPJQMAIIY-UHFFFAOYSA-N','1','0','InChI=1S/H2O2/c1-2/h1-2H'
'C5H9(553)','[CH]1CCCC1','InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2','BQOWUDKEXDCGQS-UHFFFAOYSA-N','2','0','InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2'
'CPT(563)','C1CCCC1','InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2','RGSFGYAAUTVSQA-UHFFFAOYSA-N','1','0','InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2'
